,Unnamed: 0,GeoUID,Type,Region Name,Area (sq km),Population ,Dwellings ,Households ,"v_CA21_1: Population, 2021",X,Y,Transit Time,Car Time,Car Time Adjusted,Bike Time,Car/Bike Delta,Car/Bus Delta,Bike/Bus Delta
176,176,59170247,DA,59170247,0.1518,414,156,149,414,-123.319311,48.477186,1655824094,1655824937,1655824866,1655824910,-0.733333333,12.86666667,-13.6
177,177,59170248,DA,59170248,0.2178,485,183,175,485,-123.31188,48.478512,1655823961,1655824900,1655824849,1655824865,-0.266666667,14.8,-15.06666667
178,178,59170249,DA,59170249,0.2227,611,224,217,611,-123.319087,48.480496,1655824068,1655824832,1655824777,1655824773,0.066666667,11.81666667,-11.75
179,179,59170250,DA,59170250,0.1848,468,177,167,468,-123.316444,48.482657,1655824149,1655824887,1655824812,1655824814,-0.033333333,11.05,-11.08333333
180,180,59170251,DA,59170251,0.171,493,177,165,493,-123.316324,48.486047,1655823668,1655824787,1655824731,1655824707,0.4,17.71666667,-17.31666667
181,181,59170252,DA,59170252,0.3621,1101,407,383,1101,-123.322265,48.485944,1655823882,1655824804,1655824712,1655824657,0.916666667,13.83333333,-12.91666667
182,182,59170253,DA,59170253,0.1982,416,142,137,416,-123.316491,48.489618,1655823588,1655824803,1655824733,1655824581,2.533333333,19.08333333,-16.55
183,183,59170254,DA,59170254,0.2515,446,181,174,446,-123.309695,48.489819,1655823458,1655824852,1655824779,1655824594,3.083333333,22.01666667,-18.93333333
184,184,59170255,DA,59170255,0.2508,410,162,157,410,-123.310717,48.485239,1655823838,1655824843,1655824782,1655824738,0.733333333,15.73333333,-15
185,185,59170256,DA,59170256,0.5292,674,266,253,674,-123.305734,48.488499,1655823460,1655824865,1655824796,1655824608,3.133333333,22.26666667,-19.13333333
186,186,59170257,DA,59170257,0.5651,768,304,292,768,-123.305377,48.479749,1655823980,1655824942,1655824873,1655824802,1.183333333,14.88333333,-13.7
187,187,59170258,DA,59170258,0.3055,751,300,294,751,-123.308701,48.474881,1655824151,1655824939,1655824876,1655825080,-3.4,12.08333333,-15.48333333
188,188,59170259,DA,59170259,0.1815,434,166,154,434,-123.307523,48.47155,1655824756,1655824966,1655824948,1655825204,-4.266666667,3.2,-7.466666667
189,189,59170260,DA,59170260,0.6647,635,242,231,635,-123.312415,48.470091,1655824472,1655824978,1655824936,1655825008,-1.2,7.733333333,-8.933333333
190,190,59170262,DA,59170262,0.3476,612,270,259,612,-123.296657,48.464035,1655824313,1655824995,1655824993,1655824934,0.983333333,11.33333333,-10.35
191,191,59170263,DA,59170263,0.3876,496,234,217,496,-123.295471,48.459257,1655823977,1655824908,1655824937,1655824801,2.266666667,16,-13.73333333
192,192,59170264,DA,59170264,0.5464,641,249,243,641,-123.288825,48.463781,1655824396,1655824899,1655824909,1655824773,2.266666667,8.55,-6.283333333
193,193,59170265,DA,59170265,0.3099,448,175,171,448,-123.284694,48.459329,1655824329,1655824914,1655824920,1655824680,4,9.85,-5.85
194,194,59170266,DA,59170266,0.5097,518,264,254,518,-123.277285,48.460636,1655823654,1655824803,1655824802,1655824533,4.483333333,19.13333333,-14.65
195,195,59170267,DA,59170267,0.509,367,154,149,367,-123.278687,48.452707,1655823580,1655824846,1655824846,1655824470,6.266666667,21.1,-14.83333333
196,196,59170268,DA,59170268,0.3078,243,99,97,243,-123.274285,48.454958,1655823450,1655824795,1655824808,1655824440,6.133333333,22.63333333,-16.5
197,197,59170270,DA,59170270,0.4053,579,257,242,579,-123.31733,48.411366,1655823024,1655824598,1655824527,1655823871,10.93333333,25.05,-14.11666667
198,198,59170271,DA,59170271,0.6912,253,99,96,253,-123.294611,48.471418,1655824218,1655824876,1655824866,1655824861,0.083333333,10.8,-10.71666667
199,199,59170272,DA,59170272,0.3641,722,398,367,722,-123.33568,48.410431,1655823430,1655824523,1655824440,1655823771,11.15,16.83333333,-5.683333333
200,200,59170273,DA,59170273,0.193,585,268,248,585,-123.341728,48.414259,1655823362,1655824479,1655824445,1655823825,10.33333333,18.05,-7.716666667
201,201,59170274,DA,59170274,0.2333,624,336,312,624,-123.346519,48.413447,1655823477,1655824490,1655824420,1655823666,12.56666667,15.71666667,-3.15
202,202,59170275,DA,59170275,0.3104,517,243,230,517,-123.342544,48.416993,1655823186,1655824432,1655824434,1655823787,10.78333333,20.8,-10.01666667
203,203,59170276,DA,59170276,0.1192,514,269,259,514,-123.349427,48.418529,1655823483,1655824574,1655824507,1655823802,11.75,17.06666667,-5.316666667
204,204,59170277,DA,59170277,0.1274,406,210,202,406,-123.345385,48.421138,1655823687,1655824588,1655824522,1655823925,9.95,13.91666667,-3.966666667
205,205,59170278,DA,59170278,0.0809,534,374,349,534,-123.350011,48.422433,1655823951,1655824636,1655824564,1655823918,10.76666667,10.21666667,0.55
206,206,59170279,DA,59170279,0.0415,453,330,312,453,-123.352681,48.421789,1655823753,1655824594,1655824522,1655823857,11.08333333,12.81666667,-1.733333333
207,207,59170280,DA,59170280,0.0668,613,395,365,613,-123.354232,48.420229,1655823639,1655824544,1655824477,1655823807,11.16666667,13.96666667,-2.8
208,208,59170281,DA,59170281,0.0718,889,658,617,889,-123.355869,48.422014,1655823732,1655824548,1655824482,1655823791,11.51666667,12.5,-0.983333333
209,209,59170282,DA,59170282,0.1096,614,443,419,614,-123.359038,48.421335,1655823552,1655824475,1655824425,1655823747,11.3,14.55,-3.25
210,210,59170285,DA,59170285,0.059,628,443,416,628,-123.356685,48.41866,1655823453,1655824515,1655824442,1655823722,12,16.48333333,-4.483333333
211,211,59170286,DA,59170286,0.0583,573,384,371,573,-123.357793,48.416398,1655823179,1655824471,1655824401,1655823611,13.16666667,20.36666667,-7.2
212,212,59170287,DA,59170287,0.0527,535,362,344,535,-123.354033,48.416668,1655823352,1655824482,1655824424,1655823675,12.48333333,17.86666667,-5.383333333
213,213,59170288,DA,59170288,0.0812,631,409,388,631,-123.352153,48.41501,1655823282,1655824505,1655824438,1655823665,12.88333333,19.26666667,-6.383333333
214,214,59170289,DA,59170289,0.086,563,353,337,563,-123.352802,48.41831,1655823484,1655824507,1655824460,1655823777,11.38333333,16.26666667,-4.883333333
215,215,59170290,DA,59170290,0.1119,614,357,337,614,-123.356076,48.413322,1655822920,1655824405,1655824341,1655823571,12.83333333,23.68333333,-10.85
216,216,59170291,DA,59170291,0.1206,532,257,239,532,-123.351162,48.412273,1655823091,1655824448,1655824393,1655823582,13.51666667,21.7,-8.183333333
217,217,59170292,DA,59170292,0.1274,523,243,227,523,-123.355069,48.410263,1655822592,1655824402,1655824330,1655823553,12.95,28.96666667,-16.01666667
218,218,59170293,DA,59170293,0.1557,508,254,243,508,-123.353288,48.408274,1655822527,1655824366,1655824320,1655823524,13.26666667,29.88333333,-16.61666667
219,219,59170294,DA,59170294,0.1483,586,296,273,586,-123.348549,48.40904,1655823103,1655824425,1655824353,1655823558,13.25,20.83333333,-7.583333333
220,220,59170295,DA,59170295,0.8021,670,497,469,670,-123.359214,48.414756,1655822964,1655824416,1655824349,1655823554,13.25,23.08333333,-9.833333333
221,221,59170296,DA,59170296,0.0561,727,510,467,727,-123.367507,48.41454,1655822933,1655824305,1655824245,1655823264,16.35,21.86666667,-5.516666667
222,222,59170297,DA,59170297,0.0389,539,420,369,539,-123.367143,48.416558,1655823129,1655824350,1655824279,1655823327,15.86666667,19.16666667,-3.3
223,223,59170298,DA,59170298,0.2941,1021,598,560,1021,-123.370185,48.418392,1655823112,1655824346,1655824274,1655823301,16.21666667,19.36666667,-3.15
224,224,59170299,DA,59170299,0.055,464,276,256,464,-123.370903,48.414813,1655822819,1655824256,1655824190,1655823250,15.66666667,22.85,-7.183333333
225,225,59170300,DA,59170300,0.092,526,334,309,526,-123.372453,48.413486,1655822326,1655824229,1655824161,1655823248,15.21666667,30.58333333,-15.36666667
226,226,59170301,DA,59170301,0.0293,412,286,278,412,-123.37471,48.412744,1655822235,1655824147,1655824080,1655823170,15.16666667,30.75,-15.58333333
227,227,59170302,DA,59170302,0.1088,571,304,288,571,-123.375281,48.411758,1655822201,1655824155,1655824095,1655823182,15.21666667,31.56666667,-16.35
228,228,59170303,DA,59170303,0.096,669,409,393,669,-123.378123,48.413794,1655822161,1655824126,1655824057,1655823135,15.36666667,31.6,-16.23333333
229,229,59170304,DA,59170304,0.0314,541,330,316,541,-123.375576,48.414978,1655822298,1655824236,1655824167,1655823235,15.53333333,31.15,-15.61666667
230,230,59170305,DA,59170305,0.0568,674,449,437,674,-123.377722,48.41604,1655822043,1655824154,1655824086,1655823174,15.2,34.05,-18.85
231,231,59170308,DA,59170308,0.0387,511,357,329,511,-123.37464,48.418323,1655822699,1655824231,1655824161,1655823243,15.3,24.36666667,-9.066666667
232,232,59170309,DA,59170309,0.076,734,413,398,734,-123.379103,48.419122,1655822065,1655824211,1655824133,1655823200,15.55,34.46666667,-18.91666667
233,233,59170310,DA,59170310,0.0563,325,167,157,325,-123.381186,48.42057,1655821942,1655824187,1655824112,1655823172,15.66666667,36.16666667,-20.5
234,234,59170311,DA,59170311,0.2083,1188,828,720,1188,-123.377526,48.421707,1655822785,1655824273,1655824223,1655823255,16.13333333,23.96666667,-7.833333333
235,235,59170312,DA,59170312,0.3174,833,426,399,833,-123.384376,48.419053,1655821871,1655824125,1655824064,1655823112,15.86666667,36.55,-20.68333333
236,236,59170313,DA,59170313,0.1557,622,354,344,622,-123.382517,48.416535,1655821886,1655824149,1655824060,1655823138,15.36666667,36.23333333,-20.86666667
237,237,59170314,DA,59170314,0.2062,788,479,461,788,-123.396659,48.428627,1655822760,1655824154,1655823983,1655822473,25.16666667,20.38333333,4.783333333
238,238,59170315,DA,59170315,0.2367,426,190,181,426,-123.402802,48.42472,1655822708,1655824056,1655823931,1655822573,22.63333333,20.38333333,2.25
239,239,59170316,DA,59170316,0.1057,509,272,260,509,-123.401736,48.428478,1655822911,1655824132,1655823957,1655822689,21.13333333,17.43333333,3.7
240,240,59170317,DA,59170317,0.1064,811,526,509,811,-123.403086,48.431099,1655822827,1655824112,1655823953,1655822889,17.73333333,18.76666667,-1.033333333
241,241,59170318,DA,59170318,0.1773,555,299,288,555,-123.406745,48.428494,1655822884,1655824115,1655823928,1655822623,21.75,17.4,4.35
242,242,59170319,DA,59170319,0.1546,720,431,422,720,-123.40888,48.431102,1655822864,1655824068,1655823910,1655822565,22.41666667,17.43333333,4.983333333
243,243,59170320,DA,59170320,0.2151,529,275,268,529,-123.406903,48.434328,1655822503,1655824100,1655823916,1655822843,17.88333333,23.55,-5.666666667
244,244,59170321,DA,59170321,0.1864,568,236,229,568,-123.415918,48.434127,1655822489,1655824009,1655823801,1655822532,21.15,21.86666667,-0.716666667
245,245,59170322,DA,59170322,0.2002,477,189,186,477,-123.410142,48.436563,1655822107,1655824137,1655823942,1655822826,18.6,30.58333333,-11.98333333
246,246,59170323,DA,59170323,0.5805,332,219,201,332,-123.422839,48.431629,1655822401,1655823952,1655823719,1655822503,20.26666667,21.96666667,-1.7
247,247,59170324,DA,59170324,0.0885,593,308,295,593,-123.416414,48.431338,1655822700,1655824040,1655823827,1655822582,20.75,18.78333333,1.966666667
248,248,59170325,DA,59170325,0.1057,610,407,350,610,-123.417083,48.429132,1655822784,1655823997,1655823785,1655822473,21.86666667,16.68333333,5.183333333
249,249,59170326,DA,59170326,0.1673,592,253,240,592,-123.414281,48.426524,1655822535,1655824017,1655823868,1655822504,22.73333333,22.21666667,0.516666667
250,250,59170327,DA,59170327,0.1091,529,245,238,529,-123.40786,48.426073,1655822680,1655824080,1655823891,1655822577,21.9,20.18333333,1.716666667
251,251,59170328,DA,59170328,0.3142,601,259,249,601,-123.410161,48.423078,1655822501,1655824016,1655823803,1655822422,23.01666667,21.7,1.316666667
252,252,59170331,DA,59170331,0.4687,745,401,390,745,-123.432327,48.446976,1655821901,1655824158,1655823841,1655822810,17.18333333,32.33333333,-15.15
253,253,59170332,DA,59170332,0.2165,120,41,39,120,-123.429066,48.444088,1655822000,1655824178,1655823812,1655822805,16.78333333,30.2,-13.41666667
254,254,59170335,DA,59170335,0.1023,636,328,313,636,-123.422414,48.449332,1655822450,1655824048,1655823836,1655822572,21.06666667,23.1,-2.033333333
255,255,59170336,DA,59170336,0.543,1190,510,493,1190,-123.404363,48.444978,1655822560,1655824206,1655824073,1655822933,19,25.21666667,-6.216666667
256,256,59170337,DA,59170337,0.2282,526,235,219,526,-123.407246,48.451123,1655822336,1655824257,1655824069,1655823216,14.21666667,28.88333333,-14.66666667
257,257,59170338,DA,59170338,0.2314,653,265,259,653,-123.412285,48.453471,1655822294,1655824283,1655823942,1655823134,13.46666667,27.46666667,-14
258,258,59170339,DA,59170339,0.2041,476,216,210,476,-123.408493,48.456076,1655822314,1655824313,1655823971,1655823231,12.33333333,27.61666667,-15.28333333
259,259,59170343,DA,59170343,0.2118,490,208,203,490,-123.404416,48.46643,1655822451,1655824391,1655824124,1655823239,14.75,27.88333333,-13.13333333
260,260,59170344,DA,59170344,0.2217,467,178,172,467,-123.397304,48.467764,1655822525,1655824401,1655824176,1655823197,16.31666667,27.51666667,-11.2
261,261,59170345,DA,59170345,0.286,455,186,179,455,-123.405421,48.469712,1655822495,1655824363,1655824105,1655823206,14.98333333,26.83333333,-11.85
262,262,59170346,DA,59170346,0.6195,455,201,198,455,-123.403761,48.476396,1655822427,1655824263,1655824007,1655823050,15.95,26.33333333,-10.38333333
263,263,59170347,DA,59170347,0.2091,556,203,197,556,-123.394222,48.475406,1655822786,1655824432,1655824239,1655823528,11.85,24.21666667,-12.36666667
264,264,59170348,DA,59170348,0.1793,575,220,215,575,-123.393601,48.472417,1655822836,1655824466,1655824266,1655823547,11.98333333,23.83333333,-11.85
265,265,59170349,DA,59170349,0.4945,961,352,344,961,-123.386172,48.471993,???,1655824445,1655824267,1655823624,10.71666667,80,-80
266,266,59170350,DA,59170350,0.1226,445,161,160,445,-123.388193,48.476234,1655822907,1655824427,1655824236,1655823541,11.58333333,22.15,-10.56666667
267,267,59170351,DA,59170351,0.2091,527,198,193,527,-123.391584,48.468329,1655822869,1655824505,1655824340,1655823686,10.9,24.51666667,-13.61666667
268,268,59170352,DA,59170352,0.3454,907,380,358,907,-123.385067,48.46718,1655823141,1655824613,1655824473,1655823902,9.516666667,22.2,-12.68333333
269,269,59170353,DA,59170353,0.1926,921,372,362,921,-123.389756,48.464244,1655822809,1655824381,1655824242,1655823502,12.33333333,23.88333333,-11.55
270,270,59170354,DA,59170354,0.0948,317,136,132,317,-123.393817,48.466121,1655822983,1655824545,1655824338,1655823771,9.45,22.58333333,-13.13333333
271,271,59170357,DA,59170357,0.167,518,221,208,518,-123.389412,48.456089,1655822698,1655824375,1655824211,1655823646,9.416666667,25.21666667,-15.8
272,272,59170359,DA,59170359,0.1171,465,176,170,465,-123.387911,48.45289,1655823012,1655824395,1655824254,1655823613,10.68333333,20.7,-10.01666667
273,273,59170360,DA,59170360,0.1626,571,235,225,571,-123.383554,48.451257,1655823180,1655824429,1655824366,1655823635,12.18333333,19.76666667,-7.583333333
274,274,59170361,DA,59170361,0.1707,829,405,383,829,-123.392207,48.451721,1655823036,1655824390,1655824235,1655823528,11.78333333,19.98333333,-8.2
275,275,59170362,DA,59170362,0.177,662,313,303,662,-123.389079,48.448153,1655822973,1655824407,1655824231,1655823489,12.36666667,20.96666667,-8.6
276,276,59170363,DA,59170363,0.1802,748,359,346,748,-123.395852,48.449071,1655822807,1655824314,1655824109,1655823434,11.25,21.7,-10.45
277,277,59170364,DA,59170364,0.1044,688,357,346,688,-123.391863,48.445857,1655822672,1655824355,1655824225,1655823391,13.9,25.88333333,-11.98333333
278,278,59170365,DA,59170365,0.1066,499,314,306,499,-123.392939,48.44455,1655822542,1655824352,1655824222,1655823259,16.05,28,-11.95
279,279,59170366,DA,59170366,0.1287,755,354,345,755,-123.399513,48.445246,1655822776,1655824256,1655824124,1655823183,15.68333333,22.46666667,-6.783333333
280,280,59170367,DA,59170367,0.0557,674,361,351,674,-123.395714,48.440999,1655823036,1655824256,1655824059,1655823124,15.58333333,17.05,-1.466666667
281,281,59170368,DA,59170368,0.1354,605,354,295,605,-123.399611,48.440669,1655822931,1655824233,1655824080,1655823025,17.58333333,19.15,-1.566666667
282,282,59170369,DA,59170369,0.1752,512,242,232,512,-123.395954,48.438905,1655822895,1655824232,1655824089,1655823044,17.41666667,19.9,-2.483333333
283,283,59170370,DA,59170370,0.0962,523,267,263,523,-123.396278,48.436582,1655822733,1655824189,1655824005,1655823055,15.83333333,21.2,-5.366666667
284,284,59170371,DA,59170371,0.1228,556,224,220,556,-123.391623,48.434098,1655822723,1655824198,1655824075,1655823071,16.73333333,22.53333333,-5.8
285,285,59170372,DA,59170372,0.1008,495,222,211,495,-123.391032,48.437075,1655823013,1655824258,1655824078,1655823168,15.16666667,17.75,-2.583333333
286,286,59170373,DA,59170373,0.106,457,202,195,457,-123.387884,48.434769,1655823036,1655824299,1655824152,1655823147,16.75,18.6,-1.85
287,287,59170375,DA,59170375,0.1065,467,211,201,467,-123.384664,48.434107,1655823151,1655824334,1655824231,1655823220,16.85,18,-1.15
288,288,59170376,DA,59170376,0.1447,608,346,321,608,-123.388411,48.431703,1655823060,1655824260,1655824110,1655823054,17.6,17.5,0.1
289,289,59170378,DA,59170378,0.0752,599,433,424,599,-123.3927,48.43057,1655823084,1655824231,1655824120,1655822808,21.86666667,17.26666667,4.6
290,290,59170379,DA,59170379,0.0781,456,262,238,456,-123.397289,48.430933,1655822957,1655824193,1655824028,1655822774,20.9,17.85,3.05
291,291,59170380,DA,59170380,0.3032,800,406,389,800,-123.399934,48.433395,1655822927,1655824204,1655824043,1655822982,17.68333333,18.6,-0.916666667
292,292,59170383,DA,59170383,0.6162,1126,515,486,1126,-123.373728,48.438738,1655823288,1655824432,1655824332,1655823276,17.6,17.4,0.2
293,293,59170384,DA,59170384,0.1651,586,307,291,586,-123.373044,48.441413,1655823253,1655824487,1655824371,1655823394,16.28333333,18.63333333,-2.35
294,294,59170385,DA,59170385,0.2902,447,242,225,447,-123.374109,48.444473,1655822922,1655824569,1655824463,1655823545,15.3,25.68333333,-10.38333333
295,295,59170386,DA,59170386,0.1269,727,346,332,727,-123.37908,48.443971,1655822567,1655824427,1655824329,1655823510,13.65,29.36666667,-15.71666667
296,296,59170387,DA,59170387,0.0705,463,240,228,463,-123.381654,48.445286,1655822565,1655824436,1655824322,1655823490,13.86666667,29.28333333,-15.41666667
297,297,59170388,DA,59170388,0.112,511,217,207,511,-123.383065,48.446636,1655822834,1655824456,1655824335,1655823452,14.71666667,25.01666667,-10.3
298,298,59170389,DA,59170389,0.1622,699,382,365,699,-123.387153,48.445523,1655822837,1655824370,1655824241,1655823397,14.06666667,23.4,-9.333333333
299,299,59170390,DA,59170390,0.1474,1320,743,731,1320,-123.386032,48.44236,1655822532,1655824382,1655824267,1655823310,15.95,28.91666667,-12.96666667
300,300,59170392,DA,59170392,0.4027,780,399,386,780,-123.37011,48.452216,1655823068,1655824544,1655824491,1655823662,13.81666667,23.71666667,-9.9
301,301,59170393,DA,59170393,0.2993,491,299,285,491,-123.373811,48.458314,1655823150,1655824504,1655824383,1655823911,7.866666667,20.55,-12.68333333
302,302,59170396,DA,59170396,0.2797,697,276,262,697,-123.385406,48.460813,1655822608,1655824475,1655824290,1655823683,10.11666667,28.03333333,-17.91666667
303,303,59170397,DA,59170397,0.4741,671,271,258,671,-123.375172,48.46601,1655823038,1655824584,1655824466,1655823943,8.716666667,23.8,-15.08333333
304,304,59170399,DA,59170399,0.3602,601,244,234,601,-123.371747,48.460908,1655823390,1655824632,1655824563,1655823648,15.25,19.55,-4.3
305,305,59170402,DA,59170402,0.263,553,253,248,553,-123.404567,48.438868,1655822440,1655824207,1655824007,1655822889,18.63333333,26.11666667,-7.483333333
306,306,59170403,DA,59170403,0.9107,746,374,355,746,-123.416901,48.441512,1655821831,1655824006,1655823792,1655822605,19.78333333,32.68333333,-12.9
307,307,59170404,DA,59170404,0.1081,467,227,212,467,-123.422307,48.438571,1655822127,1655824113,1655823871,1655822609,21.03333333,29.06666667,-8.033333333
308,308,59170405,DA,59170405,0.0896,368,186,184,368,-123.426525,48.439129,1655822083,1655824117,1655823759,1655822572,19.78333333,27.93333333,-8.15
309,309,59170406,DA,59170406,0.1608,519,233,226,519,-123.400108,48.450273,1655822790,1655824257,1655824077,1655823370,11.78333333,21.45,-9.666666667
310,310,59170407,DA,59170407,0.1845,634,269,259,634,-123.403302,48.452816,1655822594,1655824291,1655823986,1655823319,11.11666667,23.2,-12.08333333
311,311,59170408,DA,59170408,0.5393,1401,536,526,1401,-123.412974,48.466727,1655822122,1655824316,1655823987,1655823118,14.48333333,31.08333333,-16.6
312,312,59170409,DA,59170409,0.4371,946,396,383,946,-123.417832,48.469586,1655822270,1655824239,1655823897,1655823052,14.08333333,27.11666667,-13.03333333
313,313,59170410,DA,59170410,0.4219,612,205,201,612,-123.418267,48.475394,1655822556,1655824169,1655823866,1655822889,16.28333333,21.83333333,-5.55
314,314,59170413,DA,59170413,0.4564,871,389,368,871,-123.425171,48.465686,1655822282,1655824220,1655823874,1655823051,13.71666667,26.53333333,-12.81666667
315,315,59170414,DA,59170414,0.75,1297,565,549,1297,-123.433396,48.463779,1655822038,1655824322,1655824048,1655822889,19.31666667,33.5,-14.18333333
316,316,59170415,DA,59170415,0.6515,1296,576,547,1296,-123.431465,48.455439,1655822175,1655824083,1655823891,1655822503,23.13333333,28.6,-5.466666667
317,317,59170416,DA,59170416,0.0769,289,122,121,289,-123.427694,48.451423,1655822391,1655824123,1655823770,1655822839,15.51666667,22.98333333,-7.466666667
318,318,59170417,DA,59170417,0.2312,668,365,349,668,-123.438075,48.454132,1655822452,1655824203,1655823847,1655822741,18.43333333,23.25,-4.816666667
319,319,59170418,DA,59170418,0.1326,344,135,126,344,-123.440604,48.4582,1655822146,1655824081,1655823853,1655822472,23.01666667,28.45,-5.433333333
320,320,59170419,DA,59170419,0.5661,904,330,315,904,-123.445424,48.459372,1655822007,1655824001,1655823740,1655822281,24.31666667,28.88333333,-4.566666667
321,321,59170421,DA,59170421,0.5883,1093,535,513,1093,-123.452514,48.459009,1655821742,1655824059,1655823569,1655822203,22.76666667,30.45,-7.683333333
322,322,59170422,DA,59170422,2.3143,689,281,270,689,-123.463738,48.438617,1655821443,1655823971,1655823551,1655821979,26.2,35.13333333,-8.933333333
323,323,59170423,DA,59170423,0.0848,368,116,115,368,-123.457606,48.43692,1655821040,1655823899,1655823482,1655821839,27.38333333,40.7,-13.31666667
324,324,59170424,DA,59170424,0.0935,327,134,131,327,-123.462404,48.437062,1655821328,1655823937,1655823545,1655821935,26.83333333,36.95,-10.11666667
325,325,59170425,DA,59170425,2.7978,349,166,153,349,-123.476524,48.435476,1655821522,1655823876,1655823455,1655821808,27.45,32.21666667,-4.766666667
326,326,59170426,DA,59170426,1.1864,1245,541,524,1245,-123.474152,48.444722,1655822220,1655823998,1655823580,1655822001,26.31666667,22.66666667,3.65
327,327,59170427,DA,59170427,0.5856,1500,623,611,1500,-123.482095,48.448229,1655821303,1655823872,1655823343,1655822047,21.6,34,-12.4
328,328,59170428,DA,59170428,0.3203,1022,378,367,1022,-123.489202,48.451639,1655820588,1655823863,1655823234,1655821926,21.8,44.1,-22.3
329,329,59170429,DA,59170429,0.2245,1060,571,489,1060,-123.496337,48.449899,1655821804,1655823980,1655823358,1655821730,27.13333333,25.9,1.233333333
330,330,59170430,DA,59170430,0.3945,1322,499,484,1322,-123.494367,48.454822,1655821173,1655823872,1655823266,1655821679,26.45,34.88333333,-8.433333333
331,331,59170431,DA,59170431,0.2767,1853,868,834,1853,-123.501995,48.45262,1655821676,1655823985,1655823340,1655821572,29.46666667,27.73333333,1.733333333
332,332,59170432,DA,59170432,0.3627,2576,1360,1319,2576,-123.502368,48.447889,1655821791,1655823905,1655823270,1655821627,27.38333333,24.65,2.733333333
333,333,59170433,DA,59170433,0.1818,460,192,186,460,-123.510335,48.449047,1655821570,1655823799,1655823185,1655821499,28.1,26.91666667,1.183333333
334,334,59170435,DA,59170435,0.195,708,323,312,708,-123.514135,48.446935,1655821516,1655823922,1655823292,1655821464,30.46666667,29.6,0.866666667
335,335,59170437,DA,59170437,0.799,1324,647,618,1324,-123.511928,48.452233,1655821356,1655823881,1655823242,1655821457,29.75,31.43333333,-1.683333333
336,336,59170438,DA,59170438,1.9835,1691,755,707,1691,-123.518488,48.460068,1655819990,1655823876,1655823239,1655821140,34.98333333,54.15,-19.16666667
337,337,59170439,DA,59170439,0.9278,1804,745,717,1804,-123.504509,48.46038,1655820375,1655823923,1655823287,1655821290,33.28333333,48.53333333,-15.25
338,338,59170440,DA,59170440,0.5323,1419,647,624,1419,-123.497703,48.46414,1655820667,1655823946,1655823170,1655821733,23.95,41.71666667,-17.76666667
339,339,59170441,DA,59170441,0.1361,355,134,134,355,-123.489473,48.466601,1655820456,1655823782,1655823137,1655821729,23.46666667,44.68333333,-21.21666667
340,340,59170442,DA,59170442,0.3494,928,338,331,928,-123.48964,48.463138,1655820326,1655823783,1655823159,1655821799,22.66666667,47.21666667,-24.55
341,341,59170443,DA,59170443,1.452,1109,414,394,1109,-123.493968,48.471957,1655820105,1655823745,1655823082,1655821762,22,49.61666667,-27.61666667
342,342,59170444,DA,59170444,1.4508,2376,931,897,2376,-123.479146,48.454178,1655820412,1655823873,1655823491,1655821893,26.63333333,51.31666667,-24.68333333
343,343,59170451,DA,59170451,0.3543,463,176,171,463,-123.456953,48.565356,1655821630,1655823655,1655823531,1655821247,38.06666667,31.68333333,6.383333333
344,344,59170452,DA,59170452,0.8581,620,217,215,620,-123.451059,48.569832,1655821488,1655823611,1655823413,1655821089,38.73333333,32.08333333,6.65
345,345,59170453,DA,59170453,0.197,534,226,219,534,-123.448892,48.573433,1655821664,1655823682,1655823460,1655821067,39.88333333,29.93333333,9.95
346,346,59170454,DA,59170454,0.2205,516,231,227,516,-123.453028,48.574882,1655821262,1655823617,1655823463,1655820850,43.55,36.68333333,6.866666667
347,347,59170455,DA,59170455,0.2557,737,344,329,737,-123.454291,48.577815,1655821313,1655823655,1655823497,1655820860,43.95,36.4,7.55
348,348,59170456,DA,59170456,0.2603,676,284,273,676,-123.460817,48.574442,1655821328,1655823546,1655823341,1655820910,40.51666667,33.55,6.966666667
349,349,59170457,DA,59170457,0.1499,392,177,162,392,-123.462892,48.578773,1655821352,1655823602,1655823412,1655820560,47.53333333,34.33333333,13.2
350,350,59170458,DA,59170458,2.0887,712,251,237,712,-123.459667,48.583131,1655821178,1655823589,1655823376,1655820696,44.66666667,36.63333333,8.033333333
351,351,59170463,DA,59170463,3.5692,595,235,228,595,-123.434799,48.542239,1655821976,1655823914,1655823771,1655821938,30.55,29.91666667,0.633333333
352,352,59170464,DA,59170464,4.0285,425,181,172,425,-123.408058,48.544086,1655821277,1655823963,1655823844,1655822289,25.91666667,42.78333333,-16.86666667
353,353,59170466,DA,59170466,2.6923,517,208,201,517,-123.424013,48.521136,1655821975,1655824091,1655823957,1655822533,23.73333333,33.03333333,-9.3
354,354,59170468,DA,59170468,0.2938,632,288,283,632,-123.390991,48.499517,1655823878,1655824287,1655824166,1655823170,16.6,4.8,11.8
355,355,59170469,DA,59170469,2.6478,545,224,218,545,-123.434339,48.510526,1655820985,1655823985,1655823837,1655822304,25.55,47.53333333,-21.98333333
356,356,59170470,DA,59170470,8.408,730,288,273,730,-123.433012,48.489108,1655822374,1655824054,1655823936,1655822485,24.18333333,26.03333333,-1.85
357,357,59170471,DA,59170471,10.8568,579,228,224,579,-123.453141,48.52026,1655820629,1655823813,1655823568,1655821862,28.43333333,48.98333333,-20.55
