,Unnamed: 0,GeoUID,Type,Region Name,Area (sq km),Population ,Dwellings ,Households ,"v_CA21_1: Population, 2021",X,Y,Transit Time,Car Time,Car Time Adjusted,Bike Time,Car/Bike Delta,Car/Bus Delta,Bike/Bus Delta
358,358,59170472,DA,59170472,11.0259,4739,2054,1918,4739,-123.522272,48.470444,1655819654,1655823592,1655822934,1655821094,30.66666667,54.66666667,-24
359,359,59170473,DA,59170473,0.0663,0,0,0,0,-123.546457,48.485924,1655817447,1655823680,1655822934,1655819786,52.46666667,91.45,-38.98333333
360,360,59170475,DA,59170475,0.2707,518,234,230,518,-123.556938,48.457002,1655819242,1655823682,1655822971,1655820573,39.96666667,62.15,-22.18333333
361,361,59170476,DA,59170476,0.2065,573,205,196,573,-123.549791,48.456976,1655819453,1655823778,1655823158,1655820696,41.03333333,61.75,-20.71666667
362,362,59170478,DA,59170478,9.7516,2425,934,888,2425,-123.541746,48.427266,1655820882,1655823442,1655822648,1655820881,29.45,29.43333333,0.016666667
363,363,59170479,DA,59170479,0.5478,412,161,153,412,-123.533218,48.435274,1655820953,1655823522,1655822715,1655821000,28.58333333,29.36666667,-0.783333333
364,364,59170480,DA,59170480,0.3957,1563,605,581,1563,-123.532243,48.428338,1655820706,1655823513,1655822638,1655821022,26.93333333,32.2,-5.266666667
365,365,59170481,DA,59170481,0.2919,1152,468,458,1152,-123.52206,48.431111,1655821047,1655823608,1655822804,1655821166,27.3,29.28333333,-1.983333333
366,366,59170482,DA,59170482,0.7537,2746,1392,1317,2746,-123.51917,48.438771,1655820917,1655823694,1655823000,1655821311,28.15,34.71666667,-6.566666667
367,367,59170483,DA,59170483,0.1476,377,155,151,377,-123.517793,48.440375,1655821039,1655823727,1655822999,1655821353,27.43333333,32.66666667,-5.233333333
368,368,59170484,DA,59170484,0.757,1174,492,478,1174,-123.506961,48.434281,1655820915,1655823728,1655823086,1655821405,28.01666667,36.18333333,-8.166666667
369,369,59170485,DA,59170485,0.5399,725,279,271,725,-123.511089,48.429339,1655820940,1655823654,1655822949,1655821112,30.61666667,33.48333333,-2.866666667
370,370,59170488,DA,59170488,0.2688,763,290,286,763,-123.492265,48.430805,1655821210,1655823769,1655823350,1655821633,28.61666667,35.66666667,-7.05
371,371,59170489,DA,59170489,0.356,947,399,386,947,-123.490334,48.435173,1655821830,1655823892,1655823335,1655821814,25.35,25.08333333,0.266666667
372,372,59170490,DA,59170490,0.2059,506,213,209,506,-123.497388,48.435378,1655821459,1655823767,1655823198,1655821525,27.88333333,28.98333333,-1.1
373,373,59170491,DA,59170491,0.556,985,397,385,985,-123.490296,48.439235,1655821399,1655823785,1655823288,1655821700,26.46666667,31.48333333,-5.016666667
374,374,59170492,DA,59170492,0.201,501,179,177,501,-123.497587,48.441429,1655821231,1655823789,1655823165,1655821585,26.33333333,32.23333333,-5.9
375,375,59170493,DA,59170493,0.7545,1253,581,551,1253,-123.497831,48.445126,1655821156,1655823912,1655823260,1655821682,26.3,35.06666667,-8.766666667
376,376,59170494,DA,59170494,0.1327,355,128,127,355,-123.490678,48.422921,1655820935,1655823694,1655823255,1655821502,29.21666667,38.66666667,-9.45
377,377,59170495,DA,59170495,0.2194,502,200,196,502,-123.488079,48.420572,1655820823,1655823709,1655823229,1655821451,29.63333333,40.1,-10.46666667
378,378,59170498,DA,59170498,0.1554,427,168,162,427,-123.49856,48.41955,1655820903,1655823655,1655823129,1655821403,28.76666667,37.1,-8.333333333
379,379,59170501,DA,59170501,2.4549,3643,1350,1295,3643,-123.524985,48.42238,1655820362,1655823407,1655822662,1655820770,31.53333333,38.33333333,-6.8
380,380,59170502,DA,59170502,1.6305,1667,658,620,1667,-123.521352,48.410455,1655820159,1655823439,1655822723,1655820496,37.11666667,42.73333333,-5.616666667
381,381,59170507,DA,59170507,0.6077,731,340,330,731,-123.475149,48.420873,1655820251,1655823538,1655823069,1655820923,35.76666667,46.96666667,-11.2
382,382,59170544,DA,59170544,2.8179,266,90,86,266,-123.457654,48.623058,1655818085,1655823470,1655823287,1655819931,55.93333333,86.7,-30.76666667
383,383,59170545,DA,59170545,5.9755,998,481,464,998,-123.432526,48.665732,1655820063,1655823422,1655823264,1655819775,58.15,53.35,4.8
384,384,59170546,DA,59170546,0.4896,783,387,376,783,-123.412489,48.65868,1655821042,1655823362,1655823202,1655820009,53.21666667,36,17.21666667
385,385,59170547,DA,59170547,0.2894,109,48,40,109,-123.449008,48.664623,1655819205,1655823251,1655822993,1655819671,55.36666667,63.13333333,-7.766666667
386,386,59170548,DA,59170548,1.2387,652,338,307,652,-123.475405,48.68019,1655818541,1655823131,1655822878,1655819168,61.83333333,72.28333333,-10.45
387,387,59170549,DA,59170549,1.939,834,343,335,834,-123.472042,48.675266,1655818840,1655823219,1655823019,1655819455,59.4,69.65,-10.25
388,388,59170550,DA,59170550,2.1991,527,222,210,527,-123.466187,48.685868,1655818655,1655823205,1655823035,1655819147,64.8,73,-8.2
389,389,59170551,DA,59170551,1.7283,516,208,199,516,-123.44872,48.683304,1655819449,1655823263,1655823090,1655819227,64.38333333,60.68333333,3.7
390,390,59170552,DA,59170552,1.4511,650,294,278,650,-123.447104,48.694443,1655818666,1655823137,1655822889,1655818910,66.31666667,70.38333333,-4.066666667
391,391,59170553,DA,59170553,1.0874,425,163,159,425,-123.437454,48.690383,1655819388,1655823179,1655822941,1655818968,66.21666667,59.21666667,7
392,392,59170554,DA,59170554,0.0849,538,377,363,538,-123.371283,48.409981,1655822212,1655824198,1655824143,1655823171,16.2,32.18333333,-15.98333333
393,393,59170555,DA,59170555,0.0571,601,278,270,601,-123.369966,48.411543,1655822418,1655824253,1655824191,1655823304,14.78333333,29.55,-14.76666667
394,394,59170556,DA,59170556,0.1415,464,270,253,464,-123.341786,48.422755,1655823921,1655824658,1655824602,1655824082,8.666666667,11.35,-2.683333333
395,395,59170557,DA,59170557,0.0869,461,232,221,461,-123.339708,48.423854,1655823935,1655824649,1655824593,1655824086,8.45,10.96666667,-2.516666667
396,396,59170558,DA,59170558,0.1767,656,350,341,656,-123.336408,48.423691,1655823868,1655824634,1655824584,1655824111,7.883333333,11.93333333,-4.05
397,397,59170559,DA,59170559,1.8494,612,228,213,612,-123.340214,48.488572,1655824308,1655824741,1655824705,1655824273,7.2,6.616666667,0.583333333
398,398,59170560,DA,59170560,0.134,450,176,163,450,-123.33525,48.485218,1655824490,1655824740,1655824730,1655824528,3.366666667,4,-0.633333333
399,399,59170561,DA,59170561,0.1417,480,181,176,480,-123.333672,48.487485,1655824403,1655824702,1655824643,1655824478,2.75,4,-1.25
400,400,59170562,DA,59170562,0.1323,468,179,170,468,-123.329986,48.484078,1655823818,1655824709,1655824613,1655824593,0.333333333,13.25,-12.91666667
401,401,59170563,DA,59170563,0.1487,593,215,207,593,-123.32849,48.487269,1655824000,1655824742,1655824662,1655824526,2.266666667,11.03333333,-8.766666667
402,402,59170564,DA,59170564,0.2178,600,236,229,600,-123.325913,48.489379,1655823831,1655824733,1655824659,1655824482,2.95,13.8,-10.85
403,403,59170565,DA,59170565,0.179,543,206,201,543,-123.332378,48.490559,1655824163,1655824686,1655824623,1655824406,3.616666667,7.666666667,-4.05
404,404,59170566,DA,59170566,0.5237,574,226,221,574,-123.32099,48.49342,1655823583,1655824743,1655824678,1655824446,3.866666667,18.25,-14.38333333
405,405,59170567,DA,59170567,0.3802,860,319,294,860,-123.332018,48.479679,1655824505,1655824801,1655824792,1655824689,1.716666667,4.783333333,-3.066666667
406,406,59170568,DA,59170568,0.2471,489,182,171,489,-123.325212,48.479156,1655823864,1655824870,1655824790,1655824666,2.066666667,15.43333333,-13.36666667
407,407,59170569,DA,59170569,0.1996,588,229,215,588,-123.33683,48.478889,1655824579,1655824816,1655824796,1655824634,2.7,3.616666667,-0.916666667
408,408,59170570,DA,59170570,0.2485,433,174,167,433,-123.341716,48.479173,1655824283,1655824764,1655824743,1655824537,3.433333333,7.666666667,-4.233333333
409,409,59170571,DA,59170571,0.161,517,184,175,517,-123.340488,48.483567,1655824323,1655824637,1655824622,1655824410,3.533333333,4.983333333,-1.45
410,410,59170574,DA,59170574,0.2152,490,207,201,490,-123.362458,48.474293,1655823992,1655824696,1655824613,1655824231,6.366666667,10.35,-3.983333333
411,411,59170575,DA,59170575,0.4236,812,332,315,812,-123.354767,48.469451,1655824076,1655824865,1655824790,1655824408,6.366666667,11.9,-5.533333333
412,412,59170576,DA,59170576,0.2628,710,315,299,710,-123.355777,48.465692,1655823746,1655824805,1655824737,1655824327,6.833333333,16.51666667,-9.683333333
413,413,59170577,DA,59170577,0.1446,443,197,191,443,-123.354399,48.463244,1655823498,1655824797,1655824727,1655824264,7.716666667,20.48333333,-12.76666667
414,414,59170578,DA,59170578,0.2441,562,241,235,562,-123.355228,48.461001,1655822758,1655824684,1655824611,1655824265,5.766666667,30.88333333,-25.11666667
415,415,59170579,DA,59170579,0.2488,619,255,245,619,-123.347286,48.463458,1655823894,1655824875,1655824825,1655824541,4.733333333,15.51666667,-10.78333333
416,416,59170581,DA,59170581,0.269,788,355,339,788,-123.340561,48.460655,1655823882,1655824919,1655824890,1655824608,4.7,16.8,-12.1
417,417,59170582,DA,59170582,0.1525,805,395,375,805,-123.336603,48.460556,1655824324,1655824961,1655824962,1655824747,3.583333333,10.63333333,-7.05
418,418,59170583,DA,59170583,0.1656,692,338,315,692,-123.334671,48.464702,1655824550,1655824980,1655824976,1655824852,2.066666667,7.1,-5.033333333
419,419,59170584,DA,59170584,0.4257,894,404,377,894,-123.340877,48.466601,1655824362,1655824862,1655824860,1655824704,2.6,8.3,-5.7
420,420,59170585,DA,59170585,0.2126,540,299,279,540,-123.340903,48.469812,1655824528,1655824838,1655824852,1655824694,2.633333333,5.4,-2.766666667
421,421,59170586,DA,59170586,0.2497,550,220,214,550,-123.347357,48.468743,1655824300,1655824868,1655824828,1655824617,3.516666667,8.8,-5.283333333
422,422,59170587,DA,59170587,0.1835,542,335,322,542,-123.33831,48.471947,1655824294,1655824829,1655824827,1655824682,2.416666667,8.883333333,-6.466666667
423,423,59170588,DA,59170588,0.2505,589,258,250,589,-123.354707,48.456469,1655822649,1655824619,1655824558,1655824115,7.383333333,31.81666667,-24.43333333
424,424,59170589,DA,59170589,0.3127,896,430,421,896,-123.354556,48.451973,1655822523,1655824758,1655824691,1655824193,8.3,36.13333333,-27.83333333
425,425,59170590,DA,59170590,0.2938,432,174,166,432,-123.317645,48.451776,1655824625,1655825063,1655825061,1655824950,1.85,7.266666667,-5.416666667
426,426,59170591,DA,59170591,0.2293,587,241,225,587,-123.322723,48.464595,1655824676,1655825084,1655825079,1655825100,-0.35,6.716666667,-7.066666667
427,427,59170592,DA,59170592,0.2158,416,163,159,416,-123.317364,48.455633,1655824740,1655825146,1655825134,1655825058,1.266666667,6.566666667,-5.3
428,428,59170593,DA,59170593,1.7205,589,250,241,589,-123.311391,48.451895,1655824572,1655825061,1655825047,1655824947,1.666666667,7.916666667,-6.25
429,429,59170594,DA,59170594,0.3747,441,170,165,441,-123.308069,48.445718,1655823912,1655825035,1655825016,1655824769,4.116666667,18.4,-14.28333333
430,430,59170595,DA,59170595,0.5699,461,181,175,461,-123.300695,48.448224,1655824037,1655825036,1655825020,1655824729,4.85,16.38333333,-11.53333333
431,431,59170596,DA,59170596,0.4151,561,242,233,561,-123.324938,48.450554,1655824554,1655825000,1655824971,1655824704,4.45,6.95,-2.5
432,432,59170597,DA,59170597,0.203,600,262,250,600,-123.329995,48.448421,1655824319,1655824941,1655824897,1655824567,5.5,9.633333333,-4.133333333
433,433,59170598,DA,59170598,0.1486,639,282,269,639,-123.331847,48.435319,1655824201,1655824859,1655824797,1655824330,7.783333333,9.933333333,-2.15
434,434,59170599,DA,59170599,0.2283,554,263,257,554,-123.325573,48.43594,1655824228,1655824925,1655824882,1655824442,7.333333333,10.9,-3.566666667
435,435,59170600,DA,59170600,0.2327,557,292,280,557,-123.329914,48.432401,1655824275,1655824784,1655824705,1655824213,8.2,7.166666667,1.033333333
436,436,59170601,DA,59170601,0.1312,592,253,245,592,-123.33537,48.43231,1655823929,1655824772,1655824699,1655824154,9.083333333,12.83333333,-3.75
437,437,59170602,DA,59170602,0.1066,516,317,310,516,-123.399107,48.655821,1655821329,1655823461,1655823286,1655820319,49.45,32.61666667,16.83333333
438,438,59170603,DA,59170603,0.2686,486,261,248,486,-123.396637,48.65789,1655821127,1655823373,1655823197,1655820234,49.38333333,34.5,14.88333333
439,439,59170604,DA,59170604,0.3419,645,382,346,645,-123.405593,48.665077,1655821238,1655823361,1655823186,1655820056,52.16666667,32.46666667,19.7
440,440,59170610,DA,59170610,0.0912,1275,854,803,1275,-123.375472,48.416932,1655822166,1655824178,1655824107,1655823195,15.2,32.35,-17.15
441,441,59170611,DA,59170611,0.1423,1122,614,552,1122,-123.360871,48.418904,1655823292,1655824439,1655824380,1655823567,13.55,18.13333333,-4.583333333
442,442,59170612,DA,59170612,0.1353,1279,785,761,1279,-123.337161,48.427799,1655824002,1655824678,1655824604,1655824077,8.783333333,10.03333333,-1.25
443,443,59170613,DA,59170613,0.3514,959,390,375,959,-123.318621,48.430868,1655823941,1655824809,1655824802,1655824310,8.2,14.35,-6.15
444,444,59170614,DA,59170614,1.2386,1244,611,583,1244,-123.420161,48.426259,1655822436,1655823901,1655823735,1655822325,23.5,21.65,1.85
445,445,59170615,DA,59170615,3.0279,4009,1746,1668,4009,-123.533953,48.447522,1655820307,1655823760,1655823041,1655821148,31.55,45.56666667,-14.01666667
446,446,59170617,DA,59170617,0.2716,621,142,139,621,-123.379689,48.496534,1655823974,1655824382,1655824302,1655823528,12.9,5.466666667,7.433333333
447,447,59170619,DA,59170619,0.2004,352,144,142,352,-123.408422,48.642542,1655821242,1655823524,1655823335,1655820415,48.66666667,34.88333333,13.78333333
448,448,59170620,DA,59170620,0.2753,475,282,273,475,-123.415368,48.637139,1655821551,1655823639,1655823449,1655820691,45.96666667,31.63333333,14.33333333
449,449,59170621,DA,59170621,0.1052,314,125,122,314,-123.414282,48.639144,1655821418,1655823581,1655823399,1655820602,46.61666667,33.01666667,13.6
450,450,59170622,DA,59170622,0.3588,472,203,195,472,-123.495565,48.427997,1655821153,1655823775,1655823319,1655821568,29.18333333,36.1,-6.916666667
451,451,59170624,DA,59170624,8.4442,2436,1110,1013,2436,-123.467719,48.459555,1655821738,1655824083,1655823680,1655822296,23.06666667,32.36666667,-9.3
452,452,59170625,DA,59170625,1.6522,535,216,205,535,-123.459348,48.479476,1655819785,1655823841,1655823495,1655821940,25.91666667,61.83333333,-35.91666667
453,453,59170626,DA,59170626,0.3146,1097,431,419,1097,-123.444834,48.46601,1655822244,1655824172,1655823809,1655822659,19.16666667,26.08333333,-6.916666667
454,454,59170648,DA,59170648,129.4902,653,321,291,653,-123.479217,48.559874,???,1655823487,1655823314,1655820789,42.08333333,80,-80
455,455,59170649,DA,59170649,16.5343,1109,400,389,1109,-123.514317,48.535055,???,1655823199,1655823084,1655820333,45.85,80,-80
456,456,59170650,DA,59170650,11.4984,918,334,330,918,-123.521982,48.486444,1655817149,1655823529,1655822600,1655820822,29.63333333,90.85,-61.21666667
457,457,59170651,DA,59170651,9.9779,455,193,187,455,-123.47966,48.52226,???,1655823481,1655823087,1655820401,44.76666667,80,-80
458,458,59170652,DA,59170652,9.1821,523,217,207,523,-123.661796,48.403969,1655818926,1655822504,1655821603,1655817440,69.38333333,44.61666667,24.76666667
459,459,59170653,DA,59170653,3.917,449,200,183,449,-123.634145,48.39041,1655819806,1655822960,1655822011,1655818506,58.41666667,36.75,21.66666667
460,460,59170654,DA,59170654,0.706,677,409,381,677,-123.688292,48.382596,1655819399,1655822669,1655821715,1655817208,75.11666667,38.6,36.51666667
461,461,59170655,DA,59170655,0.2472,115,42,40,115,-123.696779,48.385751,1655819605,1655822660,1655821722,1655817185,75.61666667,35.28333333,40.33333333
462,462,59170656,DA,59170656,12.3324,857,421,403,857,-123.692552,48.406952,???,1655822503,1655821527,1655816932,76.58333333,80,-80
463,463,59170659,DA,59170659,0.5566,726,320,309,726,-123.724835,48.383098,1655819005,1655822419,1655821459,1655816664,79.91666667,40.9,39.01666667
464,464,59170660,DA,59170660,0.264,502,200,196,502,-123.728581,48.387117,1655818959,1655822353,1655821374,1655816488,81.43333333,40.25,41.18333333
465,465,59170661,DA,59170661,0.2066,447,170,162,447,-123.735785,48.38355,1655819372,1655822373,1655821351,1655816488,81.05,32.98333333,48.06666667
466,466,59170662,DA,59170662,0.3695,739,288,279,739,-123.733769,48.379212,1655819253,1655822351,1655821326,1655816479,80.78333333,34.55,46.23333333
467,467,59170663,DA,59170663,0.6694,1031,417,404,1031,-123.73069,48.374971,1655819082,1655822396,1655821402,1655816618,79.73333333,38.66666667,41.06666667
468,468,59170665,DA,59170665,0.4042,411,172,166,411,-123.739857,48.360733,1655818393,1655822279,1655821226,1655816236,83.16666667,47.21666667,35.95
469,469,59170666,DA,59170666,0.4999,115,55,51,115,-123.747788,48.362415,1655818148,1655822225,1655821152,1655816254,81.63333333,50.06666667,31.56666667
470,470,59170670,DA,59170670,5.374,711,370,326,711,-123.805492,48.368325,1655765753,1655821774,1655820625,1655814476,102.4833333,914.5333333,-812.05
471,471,59170671,DA,59170671,28.7007,796,429,357,796,-123.900161,48.387302,???,1655821352,1655820465,1655813159,121.7666667,80,-80
472,472,59170678,DA,59170678,3.7309,898,387,366,898,-123.497724,48.391085,1655820110,1655823433,1655822825,1655820493,38.86666667,45.25,-6.383333333
473,473,59170679,DA,59170679,4.2928,592,229,220,592,-123.525738,48.392994,1655819589,1655823281,1655822649,1655819514,52.25,51,1.25
474,474,59170680,DA,59170680,2.7887,476,187,178,476,-123.534537,48.3825,1655819415,1655823233,1655822571,1655819816,45.91666667,52.6,-6.683333333
475,475,59170681,DA,59170681,1.8045,433,179,172,433,-123.553142,48.373393,1655818450,1655823068,1655822316,1655819623,44.88333333,64.43333333,-19.55
476,476,59170682,DA,59170682,7.2478,684,284,276,684,-123.570864,48.376527,1655817035,1655822884,1655822173,1655819216,49.28333333,85.63333333,-36.35
477,477,59170683,DA,59170683,41.7093,986,395,382,986,-123.582491,48.386503,1655819413,1655823147,1655822283,1655819542,45.68333333,47.83333333,-2.15
478,478,59170684,DA,59170684,7.9938,998,277,262,998,-123.554881,48.353352,1655818114,1655822957,1655822228,1655819263,49.41666667,68.56666667,-19.15
479,479,59170685,DA,59170685,2.6356,221,88,80,221,-123.593583,48.34193,1655773112,1655822661,1655821856,1655818007,64.15,812.4,-748.25
480,480,59170688,DA,59170688,2.4874,0,0,0,0,-123.265145,48.451086,1655822883,1655824769,1655824769,1655824212,9.283333333,31.43333333,-22.15
481,481,59170689,DA,59170689,6.6478,935,435,388,935,-123.684635,48.36329,1655816981,1655822346,1655821407,1655815960,90.78333333,73.76666667,17.01666667
482,482,59170690,DA,59170690,23.9204,882,405,376,882,-123.635977,48.351099,1655817190,1655822640,1655821775,1655817164,76.85,76.41666667,0.433333333
483,483,59170691,DA,59170691,5.976,117,49,38,117,-123.617531,48.374285,???,1655822738,1655821882,1655818166,61.93333333,80,-80
484,484,59170692,DA,59170692,0.571,0,0,0,0,-123.606487,48.366319,???,1655822813,1655821955,1655818254,61.68333333,80,-80
485,485,59170694,DA,59170694,24.2181,1155,499,464,1155,-123.781986,48.392196,1655768278,1655822100,1655821042,1655815662,89.66666667,879.4,-789.7333333
486,486,59170699,DA,59170699,0.3864,887,349,331,887,-123.378284,48.47682,1655823613,1655824611,1655824502,1655824029,7.883333333,14.81666667,-6.933333333
487,487,59170700,DA,59170700,0.2095,536,231,228,536,-123.379395,48.471067,1655823140,1655824508,1655824377,1655823919,7.633333333,20.61666667,-12.98333333
488,488,59170701,DA,59170701,0.2902,547,257,247,547,-123.374792,48.472087,1655823642,1655824580,1655824491,1655823993,8.3,14.15,-5.85
489,489,59170705,DA,59170705,3.6508,962,450,425,962,-123.743614,48.370518,1655818871,1655822201,1655821301,1655816205,84.93333333,40.5,44.43333333
490,490,59170707,DA,59170707,2.2226,398,313,163,398,-123.403353,48.603134,1655821153,1655823828,1655823654,1655821445,36.81666667,41.68333333,-4.866666667
491,491,59170708,DA,59170708,0.4824,900,546,502,900,-123.392808,48.598359,1655820961,1655823775,1655823621,1655821556,34.41666667,44.33333333,-9.916666667
492,492,59170709,DA,59170709,1.328,584,248,167,584,-123.410384,48.588423,1655822191,1655823810,1655823673,1655821590,34.71666667,24.7,10.01666667
493,493,59170710,DA,59170710,8.589,604,273,259,604,-123.382926,48.566823,1655821628,1655823905,1655823735,1655821948,29.78333333,35.11666667,-5.333333333
494,494,59170711,DA,59170711,1.498,1389,535,523,1389,-123.407304,48.571353,1655821898,1655823896,1655823748,1655821681,34.45,30.83333333,3.616666667
495,495,59170712,DA,59170712,2.5273,283,109,108,283,-123.429226,48.571577,1655821330,1655823725,1655823594,1655821344,37.5,37.73333333,-0.233333333
496,496,59170713,DA,59170713,0.8126,956,482,464,956,-123.444013,48.577134,1655820981,1655823666,1655823494,1655820853,44.01666667,41.88333333,2.133333333
497,497,59170715,DA,59170715,3.8125,551,218,208,551,-123.422159,48.558002,1655821147,1655823835,1655823642,1655821749,31.55,41.58333333,-10.03333333
498,498,59170716,DA,59170716,0.1818,403,150,145,403,-123.400185,48.555768,1655822261,1655824083,1655823898,1655822307,26.51666667,27.28333333,-0.766666667
499,499,59170718,DA,59170718,7.3421,377,140,135,377,-123.451102,48.635702,1655820532,1655823470,1655823228,1655819821,56.78333333,44.93333333,11.85
500,500,59170719,DA,59170719,1.3582,422,205,183,422,-123.471273,48.631422,1655819747,1655823259,1655823055,1655819920,52.25,55.13333333,-2.883333333
501,501,59170720,DA,59170720,1.3587,601,255,249,601,-123.46577,48.638304,1655820371,1655823400,1655823153,1655819736,56.95,46.36666667,10.58333333
502,502,59170721,DA,59170721,1.6914,636,261,256,636,-123.438194,48.614461,1655820943,1655823512,1655823348,1655820677,44.51666667,40.08333333,4.433333333
503,503,59170722,DA,59170722,0.1344,1086,675,651,1086,-123.379103,48.431312,1655823420,1655824357,1655824198,1655823127,17.85,12.96666667,4.883333333
504,504,59170723,DA,59170723,0.1519,477,315,296,477,-123.376997,48.430126,1655823317,1655824359,1655824238,1655823175,17.71666667,15.35,2.366666667
505,505,59170725,DA,59170725,1.0922,988,460,431,988,-123.465633,48.56795,1655821249,1655823582,1655823440,1655821202,37.3,36.51666667,0.783333333
506,506,59170726,DA,59170726,1.5274,293,107,105,293,-123.448388,48.560998,1655821486,1655823673,1655823552,1655821336,36.93333333,34.43333333,2.5
507,507,59170728,DA,59170728,5.846,509,237,215,509,-123.450561,48.60576,1655819344,1655823518,1655823282,1655820705,42.95,65.63333333,-22.68333333
508,508,59170729,DA,59170729,2.3405,353,139,134,353,-123.433168,48.601029,1655821534,1655823715,1655823505,1655821155,39.16666667,32.85,6.316666667
509,509,59170730,DA,59170730,4.35,1085,416,405,1085,-123.426447,48.583821,1655821236,1655823783,1655823615,1655821413,36.7,39.65,-2.95
510,510,59170731,DA,59170731,0.6363,484,193,188,484,-123.426031,48.59309,1655821949,1655823762,1655823626,1655821506,35.33333333,27.95,7.383333333
511,511,59170732,DA,59170732,0.0974,261,100,98,261,-123.422254,48.600023,1655821991,1655823662,1655823489,1655821297,36.53333333,24.96666667,11.56666667
512,512,59170733,DA,59170733,0.3685,822,412,406,822,-123.417805,48.597345,1655822424,1655823736,1655823597,1655821351,37.43333333,19.55,17.88333333
513,513,59170734,DA,59170734,0.2033,454,197,192,454,-123.419707,48.591455,1655822287,1655823819,1655823673,1655821613,34.33333333,23.1,11.23333333
514,514,59170735,DA,59170735,0.5927,681,280,243,681,-123.303884,48.466998,1655825002,1655824968,1655824970,1655825223,-4.216666667,-0.533333333,-3.683333333
515,515,59170736,DA,59170736,0.2163,301,130,122,301,-123.301777,48.460059,1655824484,1655825072,1655825056,1655825019,0.616666667,9.533333333,-8.916666667
516,516,59170738,DA,59170738,0.7603,829,351,346,829,-123.342872,48.458692,1655823961,1655824839,1655824825,1655824516,5.15,14.4,-9.25
517,517,59170739,DA,59170739,0.2939,672,273,255,672,-123.34027,48.452346,1655823831,1655824950,1655824900,1655824533,6.116666667,17.81666667,-11.7
518,518,59170741,DA,59170741,0.134,579,227,211,579,-123.384398,48.455417,1655822905,1655824353,1655824253,1655823673,9.666666667,22.46666667,-12.8
519,519,59170742,DA,59170742,0.2616,1364,566,546,1364,-123.381792,48.459081,1655822670,1655824414,1655824368,1655823758,10.16666667,28.3,-18.13333333
520,520,59170743,DA,59170743,0.4274,483,238,227,483,-123.378894,48.452425,1655823262,1655824463,1655824404,1655823711,11.55,19.03333333,-7.483333333
521,521,59170744,DA,59170744,0.0883,507,256,248,507,-123.380594,48.449605,1655823061,1655824414,1655824310,1655823582,12.13333333,20.81666667,-8.683333333
522,522,59170746,DA,59170746,0.1336,393,139,135,393,-123.417118,48.45427,1655822196,1655824341,1655824040,1655823119,15.35,30.73333333,-15.38333333
523,523,59170747,DA,59170747,0.3945,545,243,230,545,-123.411721,48.458594,1655822428,1655824326,1655824057,1655823195,14.36666667,27.15,-12.78333333
524,524,59170748,DA,59170748,0.4647,666,270,265,666,-123.407647,48.46382,1655822610,1655824429,1655824111,1655823256,14.25,25.01666667,-10.76666667
525,525,59170749,DA,59170749,0.3511,441,164,160,441,-123.399254,48.461167,1655822772,1655824445,1655824162,1655823387,12.91666667,23.16666667,-10.25
526,526,59170750,DA,59170750,0.5698,441,191,186,441,-123.394861,48.456239,1655822772,1655824319,1655824078,1655823391,11.45,21.76666667,-10.31666667
527,527,59170751,DA,59170751,0.2271,396,155,149,396,-123.390376,48.461219,1655822636,1655824454,1655824306,1655823597,11.81666667,27.83333333,-16.01666667
528,528,59170753,DA,59170753,1.8671,334,129,125,334,-123.429048,48.476714,1655821818,1655824199,1655823858,1655822664,19.9,34,-14.1
529,529,59170754,DA,59170754,1.6762,354,136,132,354,-123.417884,48.485722,1655823032,1655824180,1655824053,1655822758,21.58333333,17.01666667,4.566666667
530,530,59170755,DA,59170755,0.2653,693,260,253,693,-123.413541,48.47879,1655822883,1655824262,1655824040,1655822981,17.65,19.28333333,-1.633333333
531,531,59170756,DA,59170756,0.3318,771,213,208,771,-123.408778,48.48479,1655822384,1655824323,1655824224,1655822764,24.33333333,30.66666667,-6.333333333
532,532,59170758,DA,59170758,5.0466,657,267,258,657,-123.388408,48.520905,1655822600,1655824281,1655824175,1655822902,21.21666667,26.25,-5.033333333
533,533,59170759,DA,59170759,0.8557,1141,496,482,1141,-123.389734,48.50506,1655823317,1655824260,1655824177,1655823156,17.01666667,14.33333333,2.683333333
534,534,59170760,DA,59170760,0.4201,594,216,209,594,-123.376204,48.510886,1655822880,1655824244,1655824224,1655823414,13.5,22.4,-8.9
535,535,59170761,DA,59170761,0.4945,834,329,318,834,-123.369467,48.511313,1655823207,1655824337,1655824288,1655823476,13.53333333,18.01666667,-4.483333333
536,536,59170762,DA,59170762,1.1705,949,435,428,949,-123.378172,48.505897,1655823056,1655824236,1655824188,1655823226,16.03333333,18.86666667,-2.833333333
537,537,59170763,DA,59170763,0.2675,393,148,143,393,-123.370628,48.499704,1655823983,1655824416,1655824351,1655823632,11.98333333,6.133333333,5.85
538,538,59170764,DA,59170764,0.195,272,123,121,272,-123.367175,48.503145,1655823875,1655824434,1655824382,1655823678,11.73333333,8.45,3.283333333
539,539,59170765,DA,59170765,0.1653,253,94,92,253,-123.363939,48.510425,1655823365,1655824401,1655824378,1655823465,15.21666667,16.88333333,-1.666666667
540,540,59170766,DA,59170766,0.1693,351,166,163,351,-123.363235,48.503935,1655823999,1655824477,1655824434,1655823645,13.15,7.25,5.9
