,GeoUID,Type,Region Name,Area (sq km),Population ,Dwellings ,Households ,"v_CA21_1: Population, 2021",X,Y,Transit Time,Car Time,Bike Time
39,59170096,DA,59170096,0.4549,968,434,423,968,-123.389859,48.489123,46.75,13.233333333333333,36.96666666666667
40,59170097,DA,59170097,0.2218,624,228,221,624,-123.395557,48.492634,49.31666666666667,16.383333333333333,35.25
41,59170098,DA,59170098,2.2321,459,170,166,459,-123.409709,48.502031,48.483333333333334,17.45,41.38333333333333
42,59170100,DA,59170100,0.2577,630,221,215,630,-123.399901,48.486001,56.15,15.4,33.43333333333333
43,59170101,DA,59170101,0.3993,970,351,340,970,-123.40305,48.481535,57.833333333333336,16.2,41.2
44,59170102,DA,59170102,0.3608,800,300,290,800,-123.395961,48.478797,52.11666666666667,15.316666666666666,32.166666666666664
45,59170103,DA,59170103,0.3787,871,307,301,871,-123.395715,48.485992,52.68333333333333,14.283333333333333,33.13333333333333
46,59170104,DA,59170104,0.2392,280,114,110,280,-123.389512,48.486164,52.1,13.9,33.583333333333336
47,59170105,DA,59170105,0.2379,625,228,220,625,-123.383647,48.483816,44.583333333333336,12.533333333333333,28.816666666666666
48,59170106,DA,59170106,0.2064,621,228,218,621,-123.381798,48.480204,44.05,12.2,26.766666666666666
49,59170111,DA,59170111,0.2146,450,164,158,450,-123.370731,48.478207,42.05,11.633333333333333,21.45
50,59170112,DA,59170112,0.151,445,178,166,445,-123.369493,48.475018,33.68333333333333,9.65,20.583333333333332
51,59170113,DA,59170113,0.1851,476,218,210,476,-123.365089,48.472467,29.633333333333333,10.016666666666667,19.433333333333334
52,59170114,DA,59170114,0.141,1163,675,646,1163,-123.368985,48.470746,29.916666666666668,10.416666666666666,20.016666666666666
53,59170115,DA,59170115,0.1814,655,344,321,655,-123.365643,48.468319,33.233333333333334,11.35,21.333333333333332
54,59170116,DA,59170116,0.2352,464,219,210,464,-123.36389,48.464715,34.25,10.25,20.883333333333333
55,59170117,DA,59170117,0.1121,400,224,216,400,-123.363114,48.461964,35.75,10.5,23.466666666666665
56,59170118,DA,59170118,0.1917,573,244,227,573,-123.360274,48.458944,39.53333333333333,9.733333333333333,20.366666666666667
57,59170119,DA,59170119,0.1609,521,225,215,521,-123.36641,48.458455,33.733333333333334,12.4,24.0
58,59170120,DA,59170120,0.1102,533,245,234,533,-123.367232,48.455277,37.6,12.116666666666667,27.25
59,59170121,DA,59170121,0.1355,528,232,220,528,-123.362544,48.455639,40.766666666666666,11.233333333333333,26.016666666666666
60,59170122,DA,59170122,0.0894,1091,655,633,1091,-123.362122,48.453407,40.31666666666667,12.516666666666667,24.133333333333333
61,59170123,DA,59170123,0.1066,499,307,301,499,-123.360078,48.451262,37.3,12.566666666666666,23.116666666666667
62,59170124,DA,59170124,0.0531,685,447,432,685,-123.362457,48.450407,41.55,12.766666666666667,31.366666666666667
63,59170125,DA,59170125,0.115,820,454,440,820,-123.365692,48.450286,41.03333333333333,13.066666666666666,31.083333333333332
64,59170126,DA,59170126,0.142,583,247,239,583,-123.361969,48.447695,37.0,11.683333333333334,24.15
65,59170127,DA,59170127,0.5252,673,331,309,673,-123.362337,48.444912,36.63333333333333,12.366666666666667,24.95
66,59170128,DA,59170128,0.2309,552,249,238,552,-123.354123,48.446155,35.1,10.516666666666667,24.5
67,59170129,DA,59170129,0.1498,534,257,243,534,-123.353836,48.448468,41.36666666666667,10.916666666666666,22.566666666666666
68,59170130,DA,59170130,0.1691,778,358,340,778,-123.34706,48.447154,32.6,9.816666666666666,19.8
69,59170131,DA,59170131,0.1605,650,282,274,650,-123.343185,48.446459,30.033333333333335,9.833333333333334,18.166666666666668
70,59170132,DA,59170132,0.1058,517,271,243,517,-123.347581,48.442504,28.433333333333334,10.483333333333333,18.65
71,59170133,DA,59170133,0.087,703,295,278,703,-123.344368,48.442426,27.633333333333333,10.75,17.883333333333333
72,59170134,DA,59170134,0.1186,662,284,271,662,-123.349596,48.43971,32.166666666666664,12.75,19.316666666666666
73,59170135,DA,59170135,0.1473,500,215,209,500,-123.342272,48.439048,30.166666666666668,11.5,18.566666666666666
74,59170136,DA,59170136,0.1132,517,239,229,517,-123.346767,48.43668,32.166666666666664,11.783333333333333,19.9
75,59170137,DA,59170137,0.1183,493,217,202,493,-123.34292,48.436014,34.46666666666667,12.133333333333333,19.5
76,59170138,DA,59170138,0.1188,476,200,181,476,-123.339382,48.436585,33.11666666666667,11.666666666666666,18.75
77,59170139,DA,59170139,0.0989,553,233,228,553,-123.341048,48.432858,32.916666666666664,12.916666666666666,22.1
78,59170140,DA,59170140,0.0964,541,248,233,541,-123.343846,48.431582,34.016666666666666,13.4,23.1
79,59170141,DA,59170141,0.0757,615,332,317,615,-123.346778,48.433297,37.55,12.95,23.166666666666668
80,59170142,DA,59170142,0.1145,583,322,305,583,-123.350238,48.433214,37.88333333333333,12.983333333333333,25.2
81,59170143,DA,59170143,0.1778,463,234,209,463,-123.349891,48.430011,37.75,13.566666666666666,24.833333333333332
82,59170144,DA,59170144,0.1527,670,387,368,670,-123.354748,48.4319,38.61666666666667,13.2,26.066666666666666
83,59170145,DA,59170145,0.0657,417,236,214,417,-123.3553,48.434434,34.81666666666667,12.766666666666667,25.3
84,59170146,DA,59170146,0.0977,652,358,340,652,-123.356286,48.43647,31.483333333333334,13.2,22.216666666666665
85,59170147,DA,59170147,0.0421,447,303,287,447,-123.358965,48.435797,33.53333333333333,13.75,23.35
86,59170148,DA,59170148,0.0567,401,242,231,401,-123.360437,48.435831,35.016666666666666,13.516666666666667,26.85
87,59170149,DA,59170149,0.0841,671,225,218,671,-123.361729,48.437435,31.583333333333332,13.9,23.416666666666668
88,59170150,DA,59170150,0.2251,753,309,245,753,-123.364617,48.438893,31.216666666666665,14.05,25.733333333333334
89,59170151,DA,59170151,0.1057,585,331,314,585,-123.36155,48.440671,35.45,13.183333333333334,24.933333333333334
90,59170152,DA,59170152,0.0527,534,250,231,534,-123.358689,48.440958,29.266666666666666,12.483333333333333,22.483333333333334
91,59170153,DA,59170153,0.0657,740,436,424,740,-123.356403,48.438796,27.866666666666667,11.916666666666666,21.2
92,59170154,DA,59170154,0.1353,560,262,247,560,-123.356338,48.442266,30.466666666666665,11.766666666666667,21.716666666666665
93,59170155,DA,59170155,0.0974,649,359,341,649,-123.352915,48.438197,29.65,12.2,21.566666666666666
94,59170156,DA,59170156,0.1436,609,314,300,609,-123.351449,48.442667,30.15,10.9,20.566666666666666
95,59170157,DA,59170157,0.1059,480,217,209,480,-123.350538,48.436556,33.6,11.716666666666667,21.5
96,59170161,DA,59170161,0.0401,631,437,419,631,-123.359216,48.429511,35.3,14.45,27.233333333333334
97,59170162,DA,59170162,0.104,827,565,533,827,-123.355059,48.42841,34.15,14.966666666666667,27.116666666666667
98,59170163,DA,59170163,0.0789,1071,877,678,1071,-123.357863,48.42571,31.233333333333334,16.65,29.7
99,59170164,DA,59170164,0.0816,1404,1011,912,1404,-123.355074,48.425295,29.416666666666668,16.083333333333332,28.55
100,59170165,DA,59170165,0.0594,527,347,336,527,-123.351726,48.424039,28.533333333333335,14.883333333333333,25.766666666666666
101,59170166,DA,59170166,0.0766,593,461,355,593,-123.350966,48.425549,31.516666666666666,13.95,25.466666666666665
102,59170167,DA,59170167,0.0458,493,280,273,493,-123.351701,48.428013,33.55,14.816666666666666,26.5
103,59170168,DA,59170168,0.0446,479,293,286,479,-123.348698,48.427231,32.666666666666664,14.75,28.133333333333333
104,59170169,DA,59170169,0.0606,508,262,246,508,-123.347638,48.427971,33.06666666666667,14.45,25.0
105,59170170,DA,59170170,0.0969,523,324,311,523,-123.348965,48.425923,30.9,13.683333333333334,24.816666666666666
106,59170171,DA,59170171,0.0562,760,505,481,760,-123.344016,48.425508,28.483333333333334,12.95,22.983333333333334
107,59170172,DA,59170172,0.0489,589,379,363,589,-123.340699,48.425915,29.4,13.183333333333334,22.166666666666668
108,59170174,DA,59170174,0.1129,520,264,246,520,-123.342582,48.428316,30.316666666666666,12.966666666666667,24.2
