a,q,t,dw,hh,id,pop,name,rgid,rpid,ruid,rguid,Transit Time,Car Time,Bike Time
0.8517,0,DA,177,166,59150004,362,59150004,5915,5915055,9330133.01,59933,???,38.31666667,128.8833333
0.166,0,DA,221,205,59150005,526,59150005,5915,5915055,9330133.01,59933,105.45,37.65,120.8166667
0.1559,0,DA,199,192,59150006,452,59150006,5915,5915055,9330133.01,59933,109.9166667,37.76666667,119.65
0.7211,0,DA,225,211,59150007,545,59150007,5915,5915055,9330133.01,59933,123.55,38.35,123.1166667
0.66,0,DA,235,220,59150008,596,59150008,5915,5915055,9330133.01,59933,123.75,36.25,116.5
0.5699,0,DA,148,143,59150009,393,59150009,5915,5915055,9330133.01,59933,119.0333333,37.86666667,115.55
0.8053,0,DA,317,309,59150010,855,59150010,5915,5915055,9330133.01,59933,141.7166667,39.21666667,110.7333333
0.4489,0,DA,189,179,59150012,525,59150012,5915,5915055,9330133.02,59933,429.2166667,34.45,98.36666667
0.2729,0,DA,120,111,59150013,311,59150013,5915,5915055,9330133.02,59933,437.0666667,34.88333333,96.31666667
31.8832,0,DA,505,467,59150014,1172,59150014,5915,5915055,9330133.02,59933,???,45.86666667,122.7833333
0.4004,0,DA,182,177,59150015,536,59150015,5915,5915055,9330132,59933,149.45,34.65,91.41666667
0.3013,0,DA,149,141,59150016,429,59150016,5915,5915055,9330132,59933,137.5,33.31666667,84.98333333
0.3471,0,DA,122,116,59150017,311,59150017,5915,5915055,9330132,59933,129.9333333,36.5,86.13333333
0.4429,0,DA,232,218,59150018,552,59150018,5915,5915055,9330132,59933,128.4333333,36.56666667,85.43333333
0.5084,0,DA,216,210,59150019,591,59150019,5915,5915055,9330132,59933,148.65,35.58333333,90.5
0.3669,0,DA,145,138,59150020,408,59150020,5915,5915055,9330133.02,59933,429.7166667,35.53333333,97.01666667
0.1914,0,DA,100,95,59150021,269,59150021,5915,5915055,9330133.02,59933,418.6666667,37.61666667,93.96666667
0.1563,0,DA,87,85,59150022,284,59150022,5915,5915055,9330133.02,59933,418.8833333,35.05,95.48333333
0.4277,0,DA,182,174,59150023,518,59150023,5915,5915055,9330133.02,59933,418.0833333,36.36666667,96.05
0.2497,0,DA,138,136,59150024,331,59150024,5915,5915055,9330133.02,59933,409.7666667,36.75,96.06666667
1.3752,0,DA,248,234,59150025,635,59150025,5915,5915055,9330133.02,59933,410.2,37.21666667,97.98333333
0.1592,0,DA,391,346,59150027,514,59150027,5915,5915055,9330130.01,59933,81.5,33.5,74.9
0.157,0,DA,237,228,59150028,441,59150028,5915,5915055,9330130.01,59933,79.33333333,32.68333333,73.16666667
0.1788,0,DA,166,149,59150029,410,59150029,5915,5915055,9330131,59933,81.88333333,32.55,74.83333333
0.2295,0,DA,209,200,59150030,557,59150030,5915,5915055,9330134,59933,86.85,32.76666667,76.56666667
0.4923,0,DA,271,259,59150031,745,59150031,5915,5915055,9330134,59933,90.23333333,32.35,79.4
0.4126,0,DA,136,127,59150032,401,59150032,5915,5915055,9330132,59933,91.7,34.9,78.2
0.4934,0,DA,154,153,59150033,482,59150033,5915,5915055,9330132,59933,106.45,34.21666667,82.98333333
0.3942,0,DA,167,158,59150034,429,59150034,5915,5915055,9330132,59933,103.0333333,36.08333333,82.3
0.7956,0,DA,440,414,59150035,980,59150035,5915,5915055,9330134,59933,105.7666667,33.15,82.7
0.2106,0,DA,185,175,59150036,496,59150036,5915,5915055,9330134,59933,86.76666667,31.31666667,76.95
0.199,0,DA,172,165,59150037,462,59150037,5915,5915055,9330134,59933,88.5,30.76666667,73.38333333
0.1446,0,DA,142,136,59150038,405,59150038,5915,5915055,9330131,59933,82.03333333,32.03333333,73.11666667
0.1242,0,DA,129,127,59150039,387,59150039,5915,5915055,9330131,59933,83.96666667,30.83333333,71.55
0.1239,0,DA,282,270,59150040,382,59150040,5915,5915055,9330131,59933,80.71666667,32.15,71.48333333
0.2654,0,DA,160,155,59150041,472,59150041,5915,5915055,9330131,59933,85.76666667,34.2,71.2
0.1802,0,DA,146,140,59150042,378,59150042,5915,5915055,9330131,59933,80.41666667,32.28333333,69.75
0.0497,0,DA,364,331,59150043,522,59150043,5915,5915055,9330130.01,59933,76.48333333,31.55,68.73333333
0.0406,0,DA,334,318,59150044,565,59150044,5915,5915055,9330130.03,59933,76.6,31.36666667,68.78333333
0.0703,0,DA,412,389,59150045,622,59150045,5915,5915055,9330130.03,59933,74.4,30.21666667,68
0.0403,0,DA,299,274,59150046,476,59150046,5915,5915055,9330130.03,59933,75.26666667,29.21666667,67.28333333
0.0668,0,DA,282,266,59150047,414,59150047,5915,5915055,9330130.03,59933,76.91666667,29.98333333,67.88333333
0.1584,0,DA,164,160,59150048,457,59150048,5915,5915055,9330131,59933,79.46666667,31.05,68.41666667
0.184,0,DA,194,187,59150049,560,59150049,5915,5915055,9330131,59933,82.23333333,30.8,68.93333333
0.2081,0,DA,190,181,59150050,525,59150050,5915,5915055,9330131,59933,83.66666667,29.45,68.76666667
0.1818,0,DA,181,166,59150051,481,59150051,5915,5915055,9330131,59933,80.08333333,29.8,67.31666667
0.2032,0,DA,139,134,59150052,609,59150052,5915,5915055,9330131,59933,87.48333333,27.71666667,68.58333333
0.2837,0,DA,223,209,59150053,614,59150053,5915,5915055,9330131,59933,86.88333333,30.25,66.48333333
0.3116,0,DA,336,300,59150054,716,59150054,5915,5915055,9330130.03,59933,75.85,28.48333333,63.8
0.1404,0,DA,246,224,59150055,522,59150055,5915,5915055,9330130.03,59933,74.95,29.08333333,67.11666667
0.4326,0,DA,423,391,59150056,708,59150056,5915,5915055,9330130.03,59933,73.28333333,30.66666667,64.38333333
0.3712,0,DA,563,517,59150059,1151,59150059,5915,5915055,9330130.03,59933,69.65,28.91666667,60.7
0.0119,0,DA,198,192,59150062,378,59150062,5915,5915046,9330118,59933,72.81666667,28.03333333,61.98333333
0.241,0,DA,376,278,59150064,618,59150064,5915,5915046,9330118,59933,67.81666667,27.41666667,60.81666667
0.1204,0,DA,220,208,59150067,471,59150067,5915,5915046,9330118,59933,67.91666667,28.36666667,64.08333333
0.0903,0,DA,167,163,59150068,455,59150068,5915,5915046,9330118,59933,67.56666667,29.91666667,63.11666667
0.1362,0,DA,299,287,59150069,620,59150069,5915,5915046,9330118,59933,69.75,29.33333333,65.35
0.146,0,DA,160,155,59150070,401,59150070,5915,5915046,9330118,59933,73.43333333,29.51666667,65.1
1.5073,0,DA,207,193,59150071,449,59150071,5915,5915046,9330118,59933,89.15,33.35,67.35
0.2983,0,DA,512,499,59150072,1154,59150072,5915,5915046,9330118,59933,70.5,29.85,65.85
0.262,0,DA,413,393,59150073,1009,59150073,5915,5915051,9330102.02,59933,76.61666667,29.83333333,67.4
0.0658,0,DA,243,242,59150074,696,59150074,5915,5915051,9330102.02,59933,75.46666667,32.81666667,68.01666667
0.2202,0,DA,166,156,59150075,427,59150075,5915,5915051,9330102.02,59933,80.11666667,32.96666667,68.8
0.3286,0,DA,207,200,59150076,536,59150076,5915,5915051,9330102.02,59933,88.26666667,31.56666667,70.36666667
0.1138,0,DA,165,149,59150077,456,59150077,5915,5915051,9330102.02,59933,87.5,32.36666667,69.93333333
0.4834,0,DA,254,239,59150078,721,59150078,5915,5915051,9330102.02,59933,79.31666667,34.06666667,74.53333333
0.1037,0,DA,217,206,59150079,517,59150079,5915,5915051,9330101.05,59933,76.21666667,33.31666667,71.76666667
0.0727,0,DA,142,134,59150080,344,59150080,5915,5915051,9330101.05,59933,75.53333333,32.78333333,71
0.1473,0,DA,297,283,59150081,697,59150081,5915,5915051,9330101.05,59933,77.58333333,34.5,74.43333333
0.0519,0,DA,345,335,59150082,709,59150082,5915,5915051,9330101.05,59933,78.93333333,34.4,72.5
0.0516,0,DA,272,262,59150083,545,59150083,5915,5915051,9330101.05,59933,78.71666667,35.11666667,73.63333333
0.0533,0,DA,618,583,59150084,884,59150084,5915,5915051,9330101.04,59933,78.08333333,34.86666667,73.21666667
0.053,0,DA,552,537,59150085,926,59150085,5915,5915051,9330101.04,59933,78.93333333,32.91666667,73.81666667
0.0525,0,DA,482,432,59150086,728,59150086,5915,5915051,9330103.02,59933,80.93333333,32.51666667,74.53333333
0.0262,0,DA,248,243,59150087,437,59150087,5915,5915051,9330101.04,59933,80.96666667,34.81666667,76.1
0.0252,0,DA,241,195,59150088,377,59150088,5915,5915051,9330104.01,59933,80.46666667,34.45,75.95
0.0783,0,DA,273,261,59150089,606,59150089,5915,5915051,9330104.01,59933,80.51666667,35.16666667,76.6
0.104,0,DA,207,204,59150090,565,59150090,5915,5915051,9330104.01,59933,83.16666667,34.03333333,76.96666667
0.0522,0,DA,518,429,59150091,781,59150091,5915,5915051,9330103.02,59933,84.21666667,32.6,76.08333333
0.0514,0,DA,371,343,59150092,598,59150092,5915,5915051,9330103.02,59933,84.88333333,31.66666667,75.25
0.1028,0,DA,285,267,59150093,593,59150093,5915,5915051,9330103.02,59933,83.53333333,33.41666667,74.35
0.0788,0,DA,323,317,59150094,687,59150094,5915,5915051,9330103.02,59933,80.91666667,34.15,73.73333333
0.1275,0,DA,208,193,59150095,530,59150095,5915,5915051,9330103.02,59933,82.86666667,33.15,73.46666667
0.1728,0,DA,218,213,59150096,569,59150096,5915,5915051,9330103.02,59933,86.45,32.2,74.11666667
0.1637,0,DA,263,248,59150097,711,59150097,5915,5915051,9330103.01,59933,90.6,33.2,75.73333333
0.1125,0,DA,195,185,59150098,429,59150098,5915,5915051,9330102.02,59933,88,33.38333333,74.51666667
0.1048,0,DA,206,202,59150099,581,59150099,5915,5915051,9330102.02,59933,???,31.33333333,73.38333333
0.2073,0,DA,248,243,59150100,698,59150100,5915,5915046,9330117,59933,84.18333333,31.25,74.01666667
0.2417,0,DA,160,156,59150101,440,59150101,5915,5915046,9330117,59933,87.26666667,32.51666667,75.65
0.1811,0,DA,135,132,59150102,402,59150102,5915,5915046,9330117,59933,85,32.25,75.1
0.42,0,DA,238,224,59150103,694,59150103,5915,5915046,9330121,59933,77.21666667,32.53333333,72.26666667
0.167,0,DA,185,181,59150104,525,59150104,5915,5915046,9330121,59933,74.88333333,32.36666667,71.98333333
0.1308,0,DA,130,121,59150105,397,59150105,5915,5915046,9330121,59933,74.81666667,32.16666667,71.56666667
0.4127,0,DA,327,304,59150106,903,59150106,5915,5915046,9330121,59933,77.6,33.16666667,72.53333333
0.2002,0,DA,173,163,59150107,519,59150107,5915,5915046,9330120,59933,77.43333333,31.3,68.55
0.086,0,DA,139,137,59150108,353,59150108,5915,5915046,9330120,59933,77.41666667,31.15,68.05
0.2093,0,DA,217,209,59150109,631,59150109,5915,5915046,9330120,59933,74.51666667,30.48333333,68.25
0.1811,0,DA,201,190,59150110,545,59150110,5915,5915046,9330119,59933,71.08333333,29.81666667,65.36666667
0.278,0,DA,227,215,59150111,551,59150111,5915,5915046,9330119,59933,70.6,30.03333333,65.8
0.5535,0,DA,393,374,59150112,1010,59150112,5915,5915046,9330119,59933,76.43333333,32.31666667,67.9
0.3751,0,DA,328,314,59150113,854,59150113,5915,5915046,9330118,59933,73.2,29.88333333,64.56666667
0.1488,0,DA,206,200,59150114,552,59150114,5915,5915046,9330118,59933,72.38333333,28.51666667,65.25
0.1576,0,DA,141,136,59150115,420,59150115,5915,5915046,9330118,59933,77.38333333,30.2,65.56666667
0.2369,0,DA,171,160,59150116,445,59150116,5915,5915046,9330118,59933,81.06666667,31.13333333,67.46666667
0.2994,0,DA,279,270,59150117,607,59150117,5915,5915046,9330119,59933,77.25,32.93333333,71.7
0.8718,0,DA,229,220,59150118,664,59150118,5915,5915055,9330135,59933,120,30.68333333,70.23333333
0.9788,0,DA,304,292,59150119,696,59150119,5915,5915046,9330120,59933,84.56666667,31.5,68.91666667
0.2999,0,DA,227,220,59150120,679,59150120,5915,5915046,9330120,59933,85.95,31.86666667,71.36666667
0.3462,0,DA,197,189,59150121,578,59150121,5915,5915046,9330120,59933,83.16666667,32.3,70.65
0.1603,0,DA,188,181,59150122,549,59150122,5915,5915046,9330120,59933,83.98333333,32.51666667,70.38333333
0.2204,0,DA,284,274,59150123,835,59150123,5915,5915046,9330122,59933,85.53333333,33.36666667,71.58333333
0.3158,0,DA,304,293,59150124,911,59150124,5915,5915046,9330121,59933,75.63333333,32.45,72.23333333
0.1422,0,DA,176,169,59150125,488,59150125,5915,5915046,9330122,59933,79,33.7,73.4
0.2287,0,DA,250,242,59150126,732,59150126,5915,5915046,9330121,59933,81.06666667,34.15,75.21666667
0.4399,0,DA,306,297,59150127,875,59150127,5915,5915046,9330122,59933,84.2,35.03333333,75.46666667
0.1775,0,DA,187,181,59150129,546,59150129,5915,5915046,9330121,59933,78.2,33.1,73.63333333
0.3323,0,DA,277,264,59150130,736,59150130,5915,5915046,9330117,59933,83.56666667,33.23333333,77.9
0.203,0,DA,199,191,59150131,551,59150131,5915,5915046,9330117,59933,82.25,33.35,78.08333333
0.3741,0,DA,321,300,59150132,824,59150132,5915,5915046,9330117,59933,83.4,34.06666667,77.76666667
0.158,0,DA,172,164,59150133,454,59150133,5915,5915046,9330117,59933,92.83333333,34.36666667,79.96666667
0.264,0,DA,174,169,59150134,476,59150134,5915,5915046,9330117,59933,85.43333333,33.35,77.51666667
0.1707,0,DA,233,228,59150135,612,59150135,5915,5915046,9330117,59933,95.2,32.98333333,78.71666667
0.1386,0,DA,183,174,59150136,514,59150136,5915,5915046,9330117,59933,90.6,33.11666667,77.43333333
0.1125,0,DA,237,221,59150137,557,59150137,5915,5915046,9330117,59933,93.13333333,32.08333333,75.8
0.0922,0,DA,221,214,59150140,498,59150140,5915,5915051,9330103.01,59933,91.6,32.38333333,78.48333333
0.2783,0,DA,713,668,59150141,1359,59150141,5915,5915051,9330103.01,59933,88.58333333,32.85,75.53333333
0.1848,0,DA,213,201,59150142,523,59150142,5915,5915051,9330104.01,59933,88.65,33.58333333,78.08333333
0.1266,0,DA,207,194,59150143,497,59150143,5915,5915051,9330104.01,59933,87.56666667,33.6,77.71666667
0.2672,0,DA,290,279,59150145,833,59150145,5915,5915051,9330104.02,59933,94.5,33.15,79.48333333
0.1144,0,DA,173,169,59150146,511,59150146,5915,5915051,9330104.02,59933,91.61666667,33.75,80.91666667
0.1626,0,DA,144,138,59150147,444,59150147,5915,5915046,9330115,59933,88.25,32.55,82.13333333
0.1295,0,DA,175,167,59150148,694,59150148,5915,5915046,9330115,59933,88.4,34.15,82.8
0.1278,0,DA,555,530,59150152,1122,59150152,5915,5915046,9330113,59933,87.18333333,36.03333333,85.96666667
0.2031,0,DA,300,285,59150153,692,59150153,5915,5915046,9330113,59933,87,35.03333333,88.36666667
0.1525,0,DA,140,140,59150157,409,59150157,5915,5915046,9330114.02,59933,100.2833333,36.41666667,90.63333333
0.171,0,DA,187,184,59150158,540,59150158,5915,5915046,9330114.02,59933,94.96666667,35.95,88.78333333
0.2276,0,DA,237,226,59150159,654,59150159,5915,5915046,9330114.02,59933,99.26666667,36.41666667,90.61666667
0.1537,0,DA,233,224,59150160,695,59150160,5915,5915046,9330114.02,59933,91.51666667,36.76666667,88.31666667
0.205,0,DA,238,232,59150161,677,59150161,5915,5915046,9330114.02,59933,93.18333333,36.45,89.15
0.1434,0,DA,153,145,59150162,440,59150162,5915,5915046,9330114.02,59933,93.85,36.7,89.86666667
0.1831,0,DA,213,206,59150163,609,59150163,5915,5915046,9330114.02,59933,99.16666667,36.7,90.76666667
0.149,0,DA,195,186,59150164,571,59150164,5915,5915046,9330114.01,59933,96.26666667,37.35,92.03333333
0.1637,0,DA,175,166,59150165,492,59150165,5915,5915046,9330114.01,59933,95.25,37.13333333,91.38333333
0.1016,0,DA,94,92,59150166,287,59150166,5915,5915046,9330114.01,59933,93.9,37.88333333,93.23333333
0.132,0,DA,154,150,59150167,462,59150167,5915,5915046,9330114.01,59933,96.13333333,38.45,94.78333333
0.1805,0,DA,145,140,59150174,396,59150174,5915,5915046,9330113,59933,85.75,34.83333333,84.66666667
0.2042,0,DA,146,141,59150175,487,59150175,5915,5915046,9330113,59933,83.81666667,33.9,83.85
0.1055,0,DA,219,218,59150176,664,59150176,5915,5915051,9330104.02,59933,89.36666667,35.56666667,86.11666667
0.098,0,DA,98,96,59150177,229,59150177,5915,5915046,9330113,59933,90.18333333,33.63333333,84.95
0.5149,0,DA,294,278,59150178,789,59150178,5915,5915051,9330104.02,59933,89.38333333,34.65,79.45
0.1578,0,DA,147,141,59150179,424,59150179,5915,5915046,9330113,59933,90.06666667,33.43333333,84.4
0.1367,0,DA,190,179,59150180,507,59150180,5915,5915051,9330104.02,59933,86.15,33.83333333,78.18333333
0.1696,0,DA,200,187,59150181,527,59150181,5915,5915051,9330104.02,59933,83.2,34.38333333,78.31666667
0.4506,0,DA,300,288,59150182,838,59150182,5915,5915051,9330104.02,59933,87.56666667,34.03333333,79.86666667
0.1555,0,DA,315,299,59150183,764,59150183,5915,5915051,9330100.01,59933,81.95,36.33333333,75.68333333
0.0774,0,DA,260,235,59150184,666,59150184,5915,5915051,9330100.01,59933,84.03333333,36.15,74.96666667
0.1052,0,DA,375,365,59150185,809,59150185,5915,5915051,9330100.01,59933,85.4,36.5,75.91666667
0.0525,0,DA,362,353,59150186,668,59150186,5915,5915051,9330101.04,59933,83.86666667,35.63333333,74.15
0.087,0,DA,737,699,59150187,1160,59150187,5915,5915051,9330101.03,59933,84.86666667,34.4,74.51666667
0.0264,0,DA,309,300,59150188,476,59150188,5915,5915051,9330101.03,59933,82.58333333,33.35,73
0.0433,0,DA,347,338,59150189,571,59150189,5915,5915051,9330101.03,59933,82.95,35.08333333,74.41666667
0.0317,0,DA,355,345,59150190,611,59150190,5915,5915051,9330101.03,59933,83.33333333,35.61666667,73.75
0.032,0,DA,398,388,59150191,683,59150191,5915,5915051,9330101.03,59933,83.73333333,35.43333333,73.48333333
0.056,0,DA,616,583,59150192,1047,59150192,5915,5915051,9330101.03,59933,84.41666667,34.25,73.65
0.0312,0,DA,371,356,59150193,562,59150193,5915,5915051,9330101.03,59933,84.98333333,36.93333333,75.25
0.0309,0,DA,378,361,59150194,573,59150194,5915,5915051,9330101.03,59933,85.13333333,36.26666667,75.13333333
0.0914,0,DA,326,321,59150195,735,59150195,5915,5915051,9330100.02,59933,87.66666667,36.93333333,77.8
0.0587,0,DA,238,234,59150196,564,59150196,5915,5915051,9330100.02,59933,85.61666667,36.65,76.13333333
0.0271,0,DA,333,319,59150197,544,59150197,5915,5915051,9330100.02,59933,85.01666667,36.63333333,76.5
0.0536,0,DA,404,394,59150198,735,59150198,5915,5915051,9330100.02,59933,84.51666667,35.38333333,76.15
0.0548,0,DA,371,339,59150199,588,59150199,5915,5915051,9330100.02,59933,88.06666667,37.76666667,80.28333333
1.2883,0,DA,614,560,59150200,1215,59150200,5915,5915051,9330100.02,59933,101.7666667,39.35,84.45
0.0826,0,DA,258,243,59150201,577,59150201,5915,5915051,9330100.02,59933,86.81666667,37.98333333,81.11666667
0.1845,0,DA,337,306,59150202,834,59150202,5915,5915051,9330100.02,59933,88.51666667,38.13333333,78.13333333
0.1679,0,DA,286,269,59150203,659,59150203,5915,5915051,9330100.02,59933,89.33333333,37.15,78.45
0.1405,0,DA,342,330,59150204,796,59150204,5915,5915051,9330100.01,59933,87.15,37.05,77.36666667
0.1948,0,DA,227,209,59150205,601,59150205,5915,5915051,9330100.01,59933,90.53333333,35.61666667,77.76666667
0.297,0,DA,232,219,59150206,595,59150206,5915,5915051,9330100.01,59933,87.4,34.81666667,77.66666667
0.1467,0,DA,210,193,59150207,556,59150207,5915,5915046,9330112,59933,89.38333333,35.18333333,78.05
0.1911,0,DA,226,208,59150208,620,59150208,5915,5915046,9330112,59933,92.98333333,36.13333333,81.15
0.204,0,DA,277,264,59150209,702,59150209,5915,5915046,9330112,59933,88.58333333,38.65,82.43333333
0.2429,0,DA,260,249,59150210,658,59150210,5915,5915051,9330100.02,59933,88.28333333,38.43333333,83.76666667
0.3835,0,DA,227,219,59150211,620,59150211,5915,5915046,9330112,59933,91.4,37.9,82.73333333
0.4721,0,DA,142,129,59150212,365,59150212,5915,5915051,9330100.02,59933,87.45,39.48333333,79.91666667
0.1599,0,DA,244,229,59150213,619,59150213,5915,5915051,9330100.02,59933,90.15,35.98333333,80.03333333
0.1321,0,DA,220,209,59150214,327,59150214,5915,5915046,9330112,59933,80.25,36.76666667,79.48333333
1.5587,0,DA,251,237,59150219,585,59150219,5915,5915046,9330111.05,59933,93.13333333,38.6,84.78333333
0.1101,0,DA,207,189,59150220,482,59150220,5915,5915046,9330111.05,59933,85.78333333,37.45,81.05
0.9433,0,DA,239,232,59150221,790,59150221,5915,5915046,9330111.05,59933,86.53333333,38.2,84.81666667
0.1068,0,DA,208,200,59150222,534,59150222,5915,5915046,9330111.02,59933,85,38.1,86.18333333
0.1273,0,DA,163,159,59150223,470,59150223,5915,5915046,9330111.02,59933,85.1,39.13333333,86.55
0.6287,0,DA,518,512,59150224,1571,59150224,5915,5915046,9330111.02,59933,90.65,40.5,88
0.1563,0,DA,153,148,59150225,449,59150225,5915,5915046,9330111.02,59933,87.86666667,38.7,87.35
0.1705,0,DA,127,125,59150226,380,59150226,5915,5915046,9330111.02,59933,92.66666667,39.21666667,88.88333333
0.1954,0,DA,177,173,59150227,480,59150227,5915,5915046,9330111.02,59933,91.35,40.63333333,89.78333333
1.0035,0,DA,438,417,59150228,1218,59150228,5915,5915046,9330111.02,59933,92.98333333,37.16666667,85.66666667
27.777,0,DA,131,127,59150229,412,59150229,5915,5915046,9330111.02,59933,???,56.28333333,128.1166667
1.4165,0,DA,478,469,59150230,1161,59150230,5915,5915046,9330111.02,59933,94.2,43.7,90.78333333
0.097,0,DA,83,82,59150231,245,59150231,5915,5915046,9330111.05,59933,90.23333333,40.85,88.48333333
0.2882,0,DA,230,226,59150232,662,59150232,5915,5915046,9330111.05,59933,90.9,42.13333333,92.71666667
0.1804,0,DA,245,241,59150234,667,59150234,5915,5915046,9330111.05,59933,90.43333333,41.31666667,93.08333333
0.1316,0,DA,347,342,59150235,833,59150235,5915,5915046,9330111.05,59933,88.66666667,41.63333333,94
0.468,0,DA,391,386,59150236,717,59150236,5915,5915046,9330111.02,59933,91.96666667,42.28333333,92.43333333
0.1136,0,DA,246,246,59150237,656,59150237,5915,5915046,9330110.04,59933,92.11666667,42.48333333,94.05
0.1224,0,DA,164,161,59150238,479,59150238,5915,5915046,9330110.04,59933,89.63333333,44.06666667,95.18333333
0.5353,0,DA,564,553,59150240,1559,59150240,5915,5915046,9330110.04,59933,94.3,44.21666667,95.88333333
0.4809,0,DA,308,297,59150241,880,59150241,5915,5915046,9330110.04,59933,100.35,44.11666667,104.1333333
0.1457,0,DA,344,332,59150242,721,59150242,5915,5915046,9330110.03,59933,96.63333333,46.33333333,104.15
0.4944,0,DA,326,314,59150243,829,59150243,5915,5915046,9330110.03,59933,105.15,44.11666667,100.2
37.6993,0,DA,432,402,59150244,992,59150244,5915,5915046,9330110.03,59933,???,56.56666667,134.7333333
0.4272,0,DA,231,212,59150245,562,59150245,5915,5915046,9330110.03,59933,106.7666667,46.93333333,108.7
0.2557,0,DA,190,182,59150246,469,59150246,5915,5915046,9330110.04,59933,109.15,45.31666667,107.8166667
0.5568,0,DA,297,281,59150249,662,59150249,5915,5915046,9330110.02,59933,92.5,43.03333333,96.95
0.2266,0,DA,176,168,59150250,484,59150250,5915,5915046,9330110.02,59933,91.48333333,43.61666667,96.83333333
0.1509,0,DA,155,146,59150251,413,59150251,5915,5915046,9330110.02,59933,91.83333333,45.38333333,97.25
0.4482,0,DA,258,251,59150252,752,59150252,5915,5915046,9330110.02,59933,96.98333333,42.4,94.28333333
2.5366,0,DA,316,296,59150253,732,59150253,5915,5915025,9330242,59933,100.4333333,40.41666667,85.4
0.1755,0,DA,192,176,59150254,470,59150254,5915,5915025,9330242,59933,101.25,42,91.88333333
0.2228,0,DA,188,172,59150255,477,59150255,5915,5915025,9330242,59933,102.0833333,41.58333333,94.41666667
0.2849,0,DA,210,201,59150260,577,59150260,5915,5915025,9330243.01,59933,94.65,40.08333333,92.51666667
0.1098,0,DA,163,153,59150261,436,59150261,5915,5915025,9330243.01,59933,92.81666667,39.4,90.91666667
0.1172,0,DA,129,118,59150262,328,59150262,5915,5915025,9330243.01,59933,96.15,40.83333333,92.65
0.1306,0,DA,188,173,59150263,478,59150263,5915,5915025,9330243.01,59933,91.38333333,39.08333333,91.41666667
0.0814,0,DA,123,110,59150264,319,59150264,5915,5915025,9330243.01,59933,91.41666667,39.66666667,91.95
0.0803,0,DA,211,203,59150265,432,59150265,5915,5915025,9330237,59933,90.5,40.26666667,93.01666667
0.1506,0,DA,592,578,59150266,1380,59150266,5915,5915025,9330237,59933,???,41.33333333,94.63333333
0.0866,0,DA,594,576,59150267,1139,59150267,5915,5915025,9330237,59933,89.75,40.33333333,94.11666667
0.0977,0,DA,220,218,59150268,586,59150268,5915,5915025,9330237,59933,89.71666667,39.78333333,93.4
0.1162,0,DA,118,113,59150269,344,59150269,5915,5915025,9330237,59933,77.53333333,39.51666667,91.4
0.0944,0,DA,110,97,59150270,288,59150270,5915,5915025,9330237,59933,77.23333333,39.06666667,91.33333333
0.1607,0,DA,186,171,59150271,504,59150271,5915,5915025,9330237,59933,74.78333333,38.88333333,90.93333333
0.161,0,DA,210,189,59150272,563,59150272,5915,5915025,9330243.01,59933,80.56666667,38.51666667,92
0.1628,0,DA,173,157,59150273,501,59150273,5915,5915025,9330243.01,59933,81.73333333,38.28333333,89.66666667
0.1377,0,DA,198,183,59150274,567,59150274,5915,5915025,9330243.01,59933,91.86666667,39.01666667,88.81666667
0.12,0,DA,145,138,59150275,436,59150275,5915,5915025,9330238.02,59933,90.26666667,38.36666667,87.63333333
0.11,0,DA,159,150,59150276,502,59150276,5915,5915025,9330238.02,59933,86.25,37.88333333,86.08333333
0.1573,0,DA,186,182,59150277,498,59150277,5915,5915025,9330238.02,59933,94.03333333,39.83333333,85.28333333
0.2113,0,DA,315,291,59150278,787,59150278,5915,5915025,9330243.01,59933,88.26666667,38.53333333,87.46666667
0.2071,0,DA,292,279,59150279,740,59150279,5915,5915025,9330243.01,59933,92.88333333,39.43333333,88.71666667
0.0326,0,DA,200,176,59150280,356,59150280,5915,5915025,9330243.01,59933,101.1166667,40.71666667,90.58333333
0.0649,0,DA,228,221,59150281,507,59150281,5915,5915025,9330243.01,59933,92.91666667,39.91666667,89.28333333
0.5588,0,DA,210,194,59150282,557,59150282,5915,5915025,9330238.02,59933,82.65,37.48333333,82.76666667
0.1218,0,DA,153,138,59150283,376,59150283,5915,5915025,9330238.02,59933,76.88333333,38.55,87.25
0.2057,0,DA,204,193,59150284,568,59150284,5915,5915025,9330238.02,59933,74.86666667,37.5,84.68333333
0.1863,0,DA,183,178,59150285,543,59150285,5915,5915025,9330238.02,59933,71.56666667,36.98333333,87.45
0.2383,0,DA,258,248,59150286,718,59150286,5915,5915025,9330238.01,59933,65.1,36.38333333,85.98333333
0.2055,0,DA,197,188,59150287,553,59150287,5915,5915025,9330238.02,59933,72.55,37.05,84.61666667
0.1756,0,DA,207,201,59150288,621,59150288,5915,5915025,9330238.02,59933,77.96666667,36.8,83.3
0.121,0,DA,159,147,59150289,422,59150289,5915,5915025,9330238.02,59933,82.3,35.96666667,80.45
0.1727,0,DA,175,168,59150290,514,59150290,5915,5915025,9330239.01,59933,80.26666667,34.85,80.98333333
0.0903,0,DA,232,222,59150291,483,59150291,5915,5915025,9330239.01,59933,91.16666667,35.66666667,77.61666667
0.0792,0,DA,170,158,59150292,462,59150292,5915,5915025,9330239.01,59933,83.53333333,35.66666667,76.6
0.1406,0,DA,198,181,59150293,484,59150293,5915,5915025,9330239.01,59933,83.03333333,34.83333333,76.53333333
