a,q,t,dw,hh,id,pop,name,rgid,rpid,ruid,rguid,Transit Time,Car Time,Bike Time
0.1463,0,DA,190,181,59152123,634,59152123,5915,5915011,9330162.02,59933,115.0333333,48.81666667,121
0.4797,0,DA,365,346,59152124,1227,59152124,5915,5915011,9330162.02,59933,109.2666667,46.36666667,120.1
0.1877,0,DA,264,255,59152125,914,59152125,5915,5915011,9330162.02,59933,113.2333333,46.28333333,120.6666667
0.1513,0,DA,185,183,59152126,567,59152126,5915,5915011,9330162.02,59933,108.5833333,44.93333333,117.95
0.121,0,DA,149,148,59152127,428,59152127,5915,5915011,9330162.02,59933,113.3666667,43.26666667,117.55
0.2796,0,DA,236,229,59152128,700,59152128,5915,5915011,9330162.02,59933,112.3833333,42.96666667,117.0166667
0.1835,0,DA,212,203,59152129,578,59152129,5915,5915011,9330162.02,59933,114.05,45.43333333,117.4666667
0.202,0,DA,155,147,59152130,436,59152130,5915,5915011,9330162.02,59933,111.5333333,45.61666667,116.7833333
0.1222,0,DA,145,137,59152131,469,59152131,5915,5915011,9330162.02,59933,111.9833333,45.63333333,116.35
0.3073,0,DA,198,191,59152132,638,59152132,5915,5915011,9330163.01,59933,110.0666667,48.53333333,116.1
0.1232,0,DA,157,152,59152133,537,59152133,5915,5915011,9330163.01,59933,106.2166667,47.26666667,117.5833333
0.123,0,DA,165,146,59152134,551,59152134,5915,5915011,9330163.01,59933,111.7666667,48.16666667,117.1833333
0.1654,0,DA,231,221,59152135,725,59152135,5915,5915011,9330163.01,59933,111.5666667,48.38333333,116.5666667
0.1915,0,DA,173,164,59152138,517,59152138,5915,5915011,9330163.04,59933,113.6,47.61666667,115.4833333
0.2126,0,DA,209,194,59152139,605,59152139,5915,5915011,9330163.04,59933,115.4666667,48.48333333,117.1833333
0.307,0,DA,173,168,59152140,502,59152140,5915,5915011,9330163.04,59933,116.2,46.68333333,118.5833333
0.133,0,DA,170,165,59152143,567,59152143,5915,5915011,9330163.05,59933,105.1,51.88333333,122
0.1242,0,DA,170,166,59152144,567,59152144,5915,5915011,9330163.05,59933,107.45,51.6,125.4333333
0.1699,0,DA,241,228,59152145,795,59152145,5915,5915011,9330163.07,59933,103.2,52.36666667,123.0666667
0.1294,0,DA,198,185,59152146,626,59152146,5915,5915011,9330163.07,59933,104.9666667,53.75,126.1666667
0.34,0,DA,235,222,59152147,793,59152147,5915,5915011,9330163.07,59933,99.7,53,122.55
0.123,0,DA,121,112,59152148,347,59152148,5915,5915011,9330163.04,59933,100.75,50.86666667,121.35
0.2942,0,DA,221,210,59152149,658,59152149,5915,5915011,9330163.08,59933,103.6666667,57.05,126.45
0.1256,0,DA,144,141,59152150,417,59152150,5915,5915011,9330163.08,59933,96.5,54.46666667,131.0333333
0.1269,0,DA,146,142,59152151,477,59152151,5915,5915011,9330163.08,59933,97.03333333,54.66666667,131.15
0.1691,0,DA,210,196,59152152,655,59152152,5915,5915011,9330163.08,59933,100.3166667,56.2,129.15
0.1363,0,DA,207,197,59152153,664,59152153,5915,5915011,9330163.08,59933,98.81666667,57.78333333,130.7833333
0.1294,0,DA,197,183,59152154,637,59152154,5915,5915011,9330163.08,59933,101.6166667,54.23333333,128.6333333
0.277,0,DA,278,251,59152155,818,59152155,5915,5915011,9330163.08,59933,98.93333333,55,130.3166667
0.1201,0,DA,172,162,59152156,573,59152156,5915,5915011,9330163.07,59933,103.3666667,55.23333333,127.9833333
0.0924,0,DA,204,197,59152157,561,59152157,5915,5915011,9330163.07,59933,100.0666667,54.93333333,128.2333333
0.2246,0,DA,430,408,59152158,1138,59152158,5915,5915011,9330163.07,59933,103.5666667,55.33333333,126.8333333
0.124,0,DA,174,162,59152159,628,59152159,5915,5915011,9330163.07,59933,105.5,54.35,126.05
0.1184,0,DA,104,103,59152160,359,59152160,5915,5915011,9330163.07,59933,111.45,54.28333333,126.8166667
0.1014,0,DA,177,165,59152163,609,59152163,5915,5915011,9330163.05,59933,104.3166667,53.25,123.3
0.1184,0,DA,175,171,59152164,541,59152164,5915,5915011,9330163.05,59933,105.55,49.95,121.5666667
0.3053,0,DA,352,327,59152165,1023,59152165,5915,5915011,9330163.05,59933,107.6,48.8,120.3
0.2683,0,DA,294,281,59152166,934,59152166,5915,5915011,9330163.04,59933,104.6833333,48.9,119.75
0.2656,0,DA,155,144,59152167,504,59152167,5915,5915011,9330163.05,59933,105.6833333,48.76666667,119.0666667
0.1241,0,DA,166,156,59152169,578,59152169,5915,5915011,9330162.02,59933,107.4833333,44.81666667,118.9166667
0.0799,0,DA,99,97,59152170,346,59152170,5915,5915011,9330162.02,59933,104.6666667,43.56666667,117.8333333
1.9062,0,DA,180,165,59152171,605,59152171,5915,5915004,9330185.09,59933,108.9833333,53.01666667,127.15
0.2091,0,DA,182,178,59152172,662,59152172,5915,5915004,9330185.09,59933,103.4666667,51.78333333,126.6
0.5475,0,DA,188,168,59152173,650,59152173,5915,5915004,9330186.06,59933,105.2833333,55.68333333,130.35
0.2911,0,DA,382,370,59152174,1267,59152174,5915,5915004,9330186.06,59933,103.0666667,57.85,131.7833333
0.1336,0,DA,482,461,59152175,1147,59152175,5915,5915004,9330186.09,59933,96.46666667,56.05,131.4166667
0.1676,0,DA,267,238,59152177,897,59152177,5915,5915004,9330186.09,59933,96.15,57.98333333,132.7166667
0.1377,0,DA,221,198,59152178,766,59152178,5915,5915004,9330186.01,59933,98.71666667,56.78333333,136.7
0.1041,0,DA,157,153,59152179,547,59152179,5915,5915004,9330186.01,59933,95.75,59.01666667,135.5833333
0.0827,0,DA,134,128,59152180,463,59152180,5915,5915004,9330186.01,59933,96.35,56.75,136.3333333
0.0972,0,DA,239,226,59152181,604,59152181,5915,5915004,9330186.01,59933,92.68333333,56.86666667,135.6166667
0.1182,0,DA,172,167,59152182,528,59152182,5915,5915004,9330186.01,59933,94.11666667,54.63333333,136.3166667
0.1719,0,DA,206,188,59152183,652,59152183,5915,5915004,9330186.01,59933,95.43333333,58.38333333,134.2166667
0.2189,0,DA,273,253,59152184,874,59152184,5915,5915004,9330186.01,59933,98.13333333,56.63333333,132.0833333
0.2798,0,DA,286,268,59152185,880,59152185,5915,5915004,9330186.01,59933,98.38333333,57.28333333,136.0833333
0.3859,0,DA,405,386,59152186,1219,59152186,5915,5915004,9330186.01,59933,101.7,55.31666667,134.8833333
4.9026,0,DA,151,143,59152187,490,59152187,5915,5915004,9330192,59933,91.63333333,53.81666667,120.1833333
0.6958,0,DA,275,241,59152188,841,59152188,5915,5915004,9330192,59933,92.86666667,54.08333333,135.85
0.2431,0,DA,266,251,59152189,911,59152189,5915,5915004,9330186.01,59933,96.76666667,56.85,136.5166667
0.1469,0,DA,167,153,59152190,510,59152190,5915,5915004,9330186.01,59933,103.9833333,56.68333333,139.2
0.1377,0,DA,172,160,59152191,634,59152191,5915,5915004,9330186.02,59933,103.5166667,57.48333333,140.6666667
0.3163,0,DA,213,207,59152192,645,59152192,5915,5915004,9330186.02,59933,106,57.65,144.9333333
0.2594,0,DA,264,246,59152193,882,59152193,5915,5915004,9330186.02,59933,99.9,58.51666667,142.8833333
0.1755,0,DA,174,167,59152194,552,59152194,5915,5915004,9330186.02,59933,101.25,55.18333333,145.0333333
0.0645,0,DA,323,317,59152195,565,59152195,5915,5915004,9330186.02,59933,97.08333333,56.45,143.1833333
0.4419,0,DA,367,346,59152196,1256,59152196,5915,5915004,9330186.02,59933,102.55,57.91666667,125.4166667
0.1619,0,DA,205,190,59152197,639,59152197,5915,5915004,9330191.03,59933,97.61666667,57.25,144.4666667
0.1426,0,DA,208,192,59152198,691,59152198,5915,5915004,9330191.03,59933,99.51666667,58.93333333,143.35
0.2027,0,DA,220,209,59152199,685,59152199,5915,5915004,9330191.03,59933,95.63333333,57.25,145.3666667
0.1533,0,DA,223,201,59152200,654,59152200,5915,5915004,9330191.03,59933,96.03333333,57.61666667,123.3666667
0.2188,0,DA,789,709,59152202,1214,59152202,5915,5915004,9330191.04,59933,90.23333333,57.21666667,145.6666667
0.3546,0,DA,579,533,59152203,967,59152203,5915,5915004,9330191.04,59933,82.98333333,60.23333333,126.3
0.3393,0,DA,244,242,59152204,865,59152204,5915,5915004,9330190.06,59933,90.43333333,62.75,127.9166667
0.101,0,DA,379,361,59152205,863,59152205,5915,5915004,9330191.04,59933,87.05,61.7,145.2166667
0.1641,0,DA,690,659,59152206,1319,59152206,5915,5915004,9330191.04,59933,95.71666667,61.41666667,144.1833333
0.1808,0,DA,206,188,59152207,704,59152207,5915,5915004,9330191.04,59933,96.01666667,58.75,143.1333333
0.1389,0,DA,219,199,59152208,771,59152208,5915,5915004,9330186.08,59933,102.85,63.46666667,142.2833333
0.3271,0,DA,255,232,59152209,836,59152209,5915,5915004,9330186.08,59933,99.03333333,61.13333333,142.6
0.0967,0,DA,121,118,59152210,473,59152210,5915,5915004,9330186.08,59933,99.21666667,60.26666667,140.1833333
0.0772,0,DA,103,99,59152211,397,59152211,5915,5915004,9330186.08,59933,99.61666667,59.88333333,140.2333333
0.0934,0,DA,156,141,59152212,567,59152212,5915,5915004,9330186.08,59933,98.51666667,59.66666667,139.8
0.1606,0,DA,245,233,59152213,919,59152213,5915,5915004,9330186.08,59933,101.3166667,62.81666667,141.1
0.1508,0,DA,194,172,59152214,707,59152214,5915,5915004,9330186.08,59933,102.75,58.43333333,137.6666667
0.1367,0,DA,347,323,59152217,943,59152217,5915,5915004,9330186.1,59933,103.45,59.76666667,136.3833333
0.082,0,DA,138,130,59152218,523,59152218,5915,5915004,9330186.1,59933,103.6833333,59.06666667,136.45
0.0911,0,DA,151,145,59152219,555,59152219,5915,5915004,9330186.1,59933,106.6833333,57.75,135.8333333
0.1384,0,DA,171,156,59152220,579,59152220,5915,5915004,9330186.1,59933,108.4,57.31666667,135.2666667
0.2151,0,DA,234,222,59152224,835,59152224,5915,5915004,9330186.02,59933,107.6166667,59.78333333,137.4833333
0.1642,0,DA,238,223,59152225,849,59152225,5915,5915004,9330186.02,59933,101.1166667,58.16666667,139.75
0.1306,0,DA,185,177,59152226,629,59152226,5915,5915004,9330186.02,59933,101.45,57.85,142.2166667
0.1637,0,DA,196,190,59152227,684,59152227,5915,5915004,9330191.03,59933,101.0666667,58.13333333,142.8666667
0.1639,0,DA,170,163,59152228,663,59152228,5915,5915004,9330191.03,59933,102.2,58.15,140.5166667
0.1672,0,DA,248,230,59152229,814,59152229,5915,5915004,9330191.03,59933,97.35,59.81666667,141.9
0.0953,0,DA,130,118,59152230,456,59152230,5915,5915004,9330186.08,59933,98.4,61.68333333,140.9833333
0.1641,0,DA,225,197,59152231,739,59152231,5915,5915004,9330191.03,59933,101.55,57.16666667,143.7833333
0.134,0,DA,202,190,59152232,636,59152232,5915,5915004,9330191.04,59933,94.63333333,61.06666667,143.85
0.122,0,DA,221,201,59152233,779,59152233,5915,5915004,9330186.06,59933,108.7166667,56.5,134.1166667
0.1566,0,DA,207,197,59152234,830,59152234,5915,5915004,9330186.06,59933,105.1,56.66666667,134.2666667
0.165,0,DA,180,163,59152235,678,59152235,5915,5915004,9330186.06,59933,105.0666667,57.26666667,133.4333333
0.1531,0,DA,159,140,59152236,602,59152236,5915,5915004,9330186.07,59933,106.3,57.95,139.0166667
0.2824,0,DA,217,205,59152237,890,59152237,5915,5915004,9330186.07,59933,102.6,57.68333333,136.5833333
0.1851,0,DA,217,204,59152238,736,59152238,5915,5915004,9330186.07,59933,103.9833333,57.36666667,138.05
1.3214,0,DA,184,171,59152239,598,59152239,5915,5915004,9330185.15,59933,104.1166667,55.16666667,134.1666667
0.9445,0,DA,261,233,59152240,909,59152240,5915,5915004,9330185.16,59933,111.5333333,52.68333333,132.05
0.2056,0,DA,145,131,59152241,539,59152241,5915,5915004,9330185.1,59933,108.4833333,52.51666667,131.8333333
0.1371,0,DA,180,174,59152242,655,59152242,5915,5915004,9330185.16,59933,114.7166667,51.45,133.4833333
0.0868,0,DA,184,182,59152243,680,59152243,5915,5915004,9330185.16,59933,115.1,52.26666667,134.45
0.1311,0,DA,226,207,59152244,856,59152244,5915,5915004,9330185.16,59933,108.8166667,53.6,135.55
1.1075,0,DA,181,168,59152245,626,59152245,5915,5915004,9330185.16,59933,103.7166667,56.63333333,136.7
0.0533,0,DA,185,180,59152246,649,59152246,5915,5915004,9330185.05,59933,107.6,51.9,138.5666667
0.0653,0,DA,249,236,59152247,609,59152247,5915,5915004,9330185.05,59933,110.25,52.38333333,140.15
0.1409,0,DA,277,267,59152248,542,59152248,5915,5915004,9330185.05,59933,113.7,52.85,141.45
0.1582,0,DA,173,165,59152249,601,59152249,5915,5915004,9330185.05,59933,113.7666667,51.93333333,141.9166667
0.251,0,DA,160,155,59152250,491,59152250,5915,5915004,9330185.05,59933,111.9666667,51.68333333,141.7666667
0.5378,0,DA,542,529,59152251,1194,59152251,5915,5915004,9330184.07,59933,107.95,53.05,144.0333333
0.1227,0,DA,375,369,59152253,1228,59152253,5915,5915004,9330184.22,59933,111.6,57.96666667,144.15
0.1996,0,DA,334,328,59152254,719,59152254,5915,5915004,9330184.22,59933,103.75,54.71666667,141.3833333
0.1543,0,DA,536,529,59152255,1497,59152255,5915,5915004,9330184.22,59933,109,57.4,141.4333333
0.6959,0,DA,191,182,59152256,499,59152256,5915,5915011,9330163.04,59933,112.8,43.06666667,121.7166667
0.2259,0,DA,206,196,59152257,554,59152257,5915,5915011,9330163.04,59933,118.6666667,45.23333333,113.95
0.1731,0,DA,180,176,59152258,563,59152258,5915,5915011,9330163.01,59933,119.2333333,45.53333333,112.1166667
0.1511,0,DA,157,155,59152260,461,59152260,5915,5915011,9330163.01,59933,116.95,47.95,114.45
0.1873,0,DA,194,191,59152264,570,59152264,5915,5915011,9330162.04,59933,106.2833333,43.53333333,122.9
0.4708,0,DA,238,229,59152265,718,59152265,5915,5915011,9330162.04,59933,101,46.41666667,125.3333333
0.2128,0,DA,142,140,59152266,437,59152266,5915,5915011,9330162.04,59933,100.3333333,45.01666667,125.5666667
0.1662,0,DA,148,146,59152267,468,59152267,5915,5915011,9330162.04,59933,95.41666667,41.91666667,124.7666667
0.2258,0,DA,211,202,59152268,654,59152268,5915,5915011,9330162.04,59933,100.7333333,44.5,122.5333333
0.5438,0,DA,174,168,59152269,521,59152269,5915,5915011,9330162.04,59933,94.81666667,44.63333333,126.3166667
1.89,0,DA,237,236,59152270,707,59152270,5915,5915011,9330162.04,59933,113.75,43.35,134.8666667
0.1192,0,DA,141,136,59152271,451,59152271,5915,5915011,9330162.04,59933,97.63333333,43.9,128.4
0.0867,0,DA,83,79,59152272,235,59152272,5915,5915011,9330162.04,59933,98.98333333,44.05,126.0333333
0.2176,0,DA,282,277,59152273,820,59152273,5915,5915011,9330162.01,59933,98.41666667,46.73333333,129.5166667
0.0906,0,DA,164,164,59152274,614,59152274,5915,5915011,9330162.01,59933,99.43333333,48.93333333,126.1
0.1695,0,DA,616,604,59152276,1641,59152276,5915,5915004,9330185.19,59933,99.6,45.26666667,131.1166667
0.1145,0,DA,195,180,59152277,700,59152277,5915,5915004,9330185.19,59933,104.7833333,47.3,132.4
0.0485,0,DA,142,129,59152278,445,59152278,5915,5915004,9330185.19,59933,103.15,47.91666667,131.95
0.1653,0,DA,270,252,59152279,797,59152279,5915,5915004,9330185.17,59933,104.1666667,45.45,133.45
0.1119,0,DA,191,189,59152280,431,59152280,5915,5915004,9330185.17,59933,100.1666667,43.03333333,131.7
0.1327,0,DA,234,228,59152281,498,59152281,5915,5915004,9330185.17,59933,104.55,43.41666667,135.2333333
0.2378,0,DA,205,201,59152282,499,59152282,5915,5915004,9330185.17,59933,106.95,44.51666667,135.7333333
0.0997,0,DA,105,105,59152283,286,59152283,5915,5915004,9330185.17,59933,107.5666667,45.08333333,135.9333333
0.2902,0,DA,399,388,59152284,1163,59152284,5915,5915004,9330185.17,59933,106.4333333,42.38333333,134.15
0.1967,0,DA,241,234,59152285,685,59152285,5915,5915011,9330162.04,59933,103.0166667,44.71666667,132.1333333
0.3485,0,DA,432,406,59152286,1485,59152286,5915,5915004,9330185.18,59933,111.5166667,46.35,134.6333333
0.705,0,DA,277,270,59152288,908,59152288,5915,5915004,9330185.18,59933,112.6,42.86666667,135.7333333
1.8517,0,DA,270,253,59152289,925,59152289,5915,5915004,9330185.08,59933,131.4166667,44.48333333,140.0833333
0.8195,0,DA,144,136,59152290,411,59152290,5915,5915011,9330162.04,59933,116.2,41.28333333,132.6333333
18.7886,0,DA,156,150,59152291,826,59152291,5915,5915004,9330182.07,59933,105.0166667,43.73333333,155.4833333
1.8051,0,DA,201,186,59152292,621,59152292,5915,5915004,9330185.08,59933,606.4333333,48.38333333,143.75
0.8794,0,DA,662,615,59152294,2346,59152294,5915,5915004,9330184.13,59933,118.1666667,51.78333333,150.15
0.4975,0,DA,292,286,59152299,920,59152299,5915,5915004,9330182.03,59933,123.6166667,53.75,161.8833333
2.042,0,DA,187,175,59152300,586,59152300,5915,5915004,9330182.03,59933,132.2833333,56.5,161.25
0.474,0,DA,347,337,59152302,1180,59152302,5915,5915004,9330183.01,59933,116.4833333,54.38333333,167
0.2112,0,DA,230,228,59152303,762,59152303,5915,5915004,9330183.01,59933,117.75,50.91666667,169.05
0.1623,0,DA,174,169,59152304,547,59152304,5915,5915004,9330183.01,59933,119.3666667,53.08333333,170.5666667
0.1837,0,DA,217,213,59152305,686,59152305,5915,5915004,9330183.01,59933,119.9166667,54.5,169.1666667
0.3234,0,DA,242,230,59152306,792,59152306,5915,5915004,9330183.01,59933,118.2,55.03333333,173.0833333
0.183,0,DA,181,173,59152307,574,59152307,5915,5915004,9330183.01,59933,117.1666667,54.68333333,172.7
0.2126,0,DA,233,226,59152308,805,59152308,5915,5915004,9330183.01,59933,123.0166667,55.06666667,172.1
0.2422,0,DA,187,182,59152309,575,59152309,5915,5915004,9330183.01,59933,122.2833333,54.18333333,170.7333333
0.7965,0,DA,159,153,59152313,504,59152313,5915,5915004,9330183.03,59933,127.6666667,58.3,173.1
0.2517,0,DA,185,179,59152314,557,59152314,5915,5915004,9330183.03,59933,127.85,58.78333333,176.0166667
0.1875,0,DA,243,238,59152315,738,59152315,5915,5915004,9330183.03,59933,123.6333333,58.35,176.9
0.1649,0,DA,191,174,59152316,587,59152316,5915,5915004,9330183.03,59933,124.0166667,56.91666667,177.5833333
0.194,0,DA,212,206,59152317,698,59152317,5915,5915004,9330183.03,59933,121.1333333,56.93333333,176.1833333
0.1876,0,DA,289,282,59152318,658,59152318,5915,5915004,9330183.03,59933,122.5,56.23333333,177.9166667
0.4113,0,DA,438,419,59152319,641,59152319,5915,5915004,9330183.03,59933,122.9,53.56666667,177.7166667
0.1025,0,DA,549,508,59152320,949,59152320,5915,5915004,9330183.03,59933,120.8833333,56.85,176.0833333
0.6709,0,DA,545,523,59152321,1394,59152321,5915,5915004,9330183.01,59933,124.0333333,52.13333333,173.85
12.8112,0,DA,133,123,59152322,437,59152322,5915,5915004,9330182.07,59933,???,51.56666667,180.05
2.7376,0,DA,268,259,59152323,897,59152323,5915,5915004,9330182.08,59933,149.55,58.65,182.7666667
0.2367,0,DA,199,188,59152324,581,59152324,5915,5915004,9330183.03,59933,129.35,57,180.3833333
0.2543,0,DA,197,190,59152325,644,59152325,5915,5915004,9330183.03,59933,127.2166667,58.75,178.75
0.2787,0,DA,297,289,59152326,915,59152326,5915,5915004,9330183.07,59933,133.3,61.28333333,182
0.3223,0,DA,249,236,59152327,748,59152327,5915,5915004,9330183.07,59933,124.1166667,59.26666667,180.0666667
0.2143,0,DA,226,224,59152328,607,59152328,5915,5915004,9330183.07,59933,124.9166667,59.51666667,179.45
0.1083,0,DA,133,127,59152329,393,59152329,5915,5915004,9330183.07,59933,129.4166667,59.58333333,180.1
0.2162,0,DA,244,236,59152330,768,59152330,5915,5915004,9330183.07,59933,128.4333333,59.86666667,181.3
0.1987,0,DA,242,237,59152331,703,59152331,5915,5915004,9330183.07,59933,128.2833333,60.23333333,178.0333333
0.2054,0,DA,236,232,59152332,714,59152332,5915,5915004,9330183.07,59933,126.7833333,60.41666667,182.2833333
0.1868,0,DA,229,228,59152333,545,59152333,5915,5915004,9330183.06,59933,124.5166667,60.66666667,185.8166667
0.2422,0,DA,265,257,59152334,696,59152334,5915,5915004,9330183.06,59933,124.15,65.18333333,185.8333333
0.154,0,DA,284,280,59152335,820,59152335,5915,5915004,9330183.06,59933,125.0833333,63.63333333,187.1
0.7572,0,DA,259,256,59152336,555,59152336,5915,5915004,9330183.06,59933,129.1,60.4,192.0333333
0.3546,0,DA,296,281,59152337,875,59152337,5915,5915004,9330183.07,59933,128.0833333,60.45,186.75
0.1422,0,DA,174,170,59152338,514,59152338,5915,5915004,9330183.07,59933,127.9,59.01666667,182.5333333
0.2527,0,DA,176,175,59152339,526,59152339,5915,5915004,9330183.07,59933,133.5833333,58.9,184.7333333
7.6468,0,DA,620,582,59152340,2049,59152340,5915,5915004,9330182.08,59933,165.5,61.68333333,197.1
0.1944,0,DA,557,451,59152341,1092,59152341,5915,5915002,9330503.08,59933,140.9833333,65.73333333,194.7
0.2406,0,DA,116,111,59152342,316,59152342,5915,5915002,9330503.08,59933,137.9,66.96666667,195.55
0.1638,0,DA,536,523,59152343,1106,59152343,5915,5915002,9330503.08,59933,138.3333333,66.01666667,195.5833333
0.0967,0,DA,522,506,59152344,1039,59152344,5915,5915002,9330503.06,59933,130.4166667,67.83333333,199.6166667
0.1121,0,DA,590,579,59152345,1023,59152345,5915,5915002,9330503.06,59933,125.15,64.11666667,200.4333333
0.084,0,DA,500,488,59152346,1057,59152346,5915,5915002,9330503.06,59933,129.25,68.33333333,200.1333333
0.0725,0,DA,483,472,59152347,1009,59152347,5915,5915002,9330503.06,59933,131.8,66.76666667,199.4333333
0.0437,0,DA,195,186,59152348,415,59152348,5915,5915002,9330503.07,59933,133.6666667,67.53333333,199.7833333
0.0982,0,DA,501,482,59152350,784,59152350,5915,5915002,9330503.07,59933,134.1,65.48333333,200.2333333
0.1997,0,DA,188,181,59152351,546,59152351,5915,5915002,9330503.03,59933,143.3,70.01666667,200.85
0.3,0,DA,198,193,59152352,618,59152352,5915,5915002,9330503.03,59933,150.7,68.43333333,202.5
0.1782,0,DA,135,127,59152353,399,59152353,5915,5915002,9330503.03,59933,148.6666667,70.95,201.4166667
0.1704,0,DA,182,177,59152354,513,59152354,5915,5915002,9330503.03,59933,153.1,66.1,203.2833333
0.1986,0,DA,162,155,59152355,513,59152355,5915,5915002,9330503.03,59933,169.0833333,69.53333333,205.7666667
0.2195,0,DA,172,161,59152356,483,59152356,5915,5915002,9330503.03,59933,153.0666667,66.7,206.5166667
0.1209,0,DA,111,104,59152357,294,59152357,5915,5915002,9330503.03,59933,155.6666667,68.48333333,205.35
0.5155,0,DA,298,293,59152358,898,59152358,5915,5915002,9330503.03,59933,156.5666667,67.85,204.6333333
0.4081,0,DA,305,295,59152359,843,59152359,5915,5915002,9330503.03,59933,142.3666667,69.91666667,203.4
0.1883,0,DA,156,155,59152360,457,59152360,5915,5915001,9330502.03,59933,144.0166667,65.1,203.4
0.192,0,DA,151,147,59152361,424,59152361,5915,5915001,9330502.03,59933,146.1166667,65.68333333,204.3166667
0.2804,0,DA,170,163,59152362,496,59152362,5915,5915001,9330502.03,59933,141.8,64.58333333,209.3166667
0.2263,0,DA,156,150,59152363,460,59152363,5915,5915001,9330502.03,59933,144.45,62.93333333,209.1333333
0.2049,0,DA,151,145,59152364,444,59152364,5915,5915001,9330502.03,59933,150.5833333,62.61666667,204.7333333
0.3413,0,DA,201,201,59152365,565,59152365,5915,5915001,9330502.03,59933,147.8833333,64.78333333,209.45
0.255,0,DA,204,195,59152366,578,59152366,5915,5915001,9330502.03,59933,148.8,64.83333333,210.2666667
0.2251,0,DA,180,175,59152367,511,59152367,5915,5915001,9330502.03,59933,146.6166667,64.96666667,207.3333333
0.4353,0,DA,172,165,59152368,495,59152368,5915,5915001,9330502.03,59933,146.0333333,66.43333333,205.7666667
0.7923,0,DA,337,329,59152369,1023,59152369,5915,5915001,9330502.06,59933,148.1666667,65.63333333,209.15
1.6442,0,DA,353,346,59152370,1070,59152370,5915,5915001,9330502.06,59933,177.4333333,67.5,213.65
0.1283,0,DA,103,101,59152371,330,59152371,5915,5915001,9330502.07,59933,180.7833333,67.95,211.6833333
0.2935,0,DA,330,318,59152372,925,59152372,5915,5915001,9330502.07,59933,199.6166667,68.53333333,211.15
0.1271,0,DA,121,119,59152373,317,59152373,5915,5915001,9330502.07,59933,454.3833333,67.41666667,211.9166667
1.5254,0,DA,227,222,59152374,648,59152374,5915,5915001,9330502.07,59933,455.6333333,68.71666667,214.4
0.1992,0,DA,206,202,59152375,586,59152375,5915,5915001,9330502.07,59933,446.0166667,71.61666667,214.9333333
0.6262,0,DA,613,582,59152377,1991,59152377,5915,5915001,9330501.01,59933,438.55,71.45,212.6166667
0.4784,0,DA,110,104,59152380,331,59152380,5915,5915001,9330502.06,59933,191.1,67.66666667,210.25
0.4703,0,DA,205,191,59152381,599,59152381,5915,5915001,9330502.06,59933,176.0833333,68.88333333,211.7333333
0.6712,0,DA,278,270,59152382,705,59152382,5915,5915002,9330503.03,59933,152.0333333,68.26666667,205.8833333
0.1629,0,DA,111,104,59152383,326,59152383,5915,5915002,9330503.03,59933,138.6166667,65.45,203.3666667
0.1289,0,DA,243,229,59152384,481,59152384,5915,5915002,9330503.07,59933,132.4166667,69.55,204.5166667
0.059,0,DA,375,361,59152385,715,59152385,5915,5915002,9330503.07,59933,130.7833333,69.75,204.9666667
0.2258,0,DA,389,369,59152386,551,59152386,5915,5915002,9330503.07,59933,128.2333333,65.65,202.2666667
0.0622,0,DA,316,307,59152387,523,59152387,5915,5915002,9330503.07,59933,126.95,69.65,206.55
0.2411,0,DA,301,292,59152388,633,59152388,5915,5915002,9330503.09,59933,134.9333333,70.55,199.8666667
0.5134,0,DA,730,696,59152389,1595,59152389,5915,5915002,9330503.09,59933,135.55,69.71666667,199.55
0.8281,0,DA,412,385,59152390,795,59152390,5915,5915002,9330503.09,59933,130.2,64.58333333,195.4666667
0.1343,0,DA,560,500,59152391,1260,59152391,5915,5915002,9330503.07,59933,127.9,68.4,201.6833333
0.8805,0,DA,1247,1167,59152392,2126,59152392,5915,5915002,9330503.08,59933,133.4833333,62.53333333,192.1666667
0.0518,0,DA,382,369,59152393,668,59152393,5915,5915002,9330503.06,59933,128.8833333,67.53333333,198.8333333
0.9936,0,DA,549,486,59152394,1089,59152394,5915,5915002,9330503.08,59933,129.1666667,62.3,190.9333333
0.664,0,DA,699,690,59152395,1503,59152395,5915,5915001,9330504.1,59933,131.2833333,66.78333333,189.5
0.127,0,DA,285,275,59152396,656,59152396,5915,5915001,9330504.1,59933,133.2166667,66.9,188.25
0.0984,0,DA,187,185,59152397,592,59152397,5915,5915001,9330504.1,59933,132.0666667,63.55,188.25
0.051,0,DA,104,102,59152398,326,59152398,5915,5915001,9330504.1,59933,135.3166667,67.9,190.05
0.0809,0,DA,147,138,59152399,405,59152399,5915,5915001,9330504.1,59933,137.2166667,67.31666667,190.6833333
0.7918,0,DA,294,244,59152403,799,59152403,5915,5915001,9330504.12,59933,145.6833333,71.8,196.6666667
0.4318,0,DA,340,333,59152407,1016,59152407,5915,5915001,9330504.08,59933,126.5166667,71.11666667,206.5833333
0.0903,0,DA,114,112,59152408,359,59152408,5915,5915001,9330504.08,59933,123.3166667,72.98333333,208.6333333
0.1126,0,DA,147,144,59152409,440,59152409,5915,5915001,9330504.08,59933,124.25,72.75,208.15
0.1858,0,DA,173,172,59152410,528,59152410,5915,5915001,9330504.08,59933,123.7166667,69.78333333,207.9
0.0986,0,DA,141,129,59152411,389,59152411,5915,5915001,9330504.03,59933,124.0666667,70.81666667,206.9
